Complain Number,Date,Time,Day,Main Street,Second Street,Quadrant,On Street,Latitude,Longitude,Type,# Injured,# Vehicles,# Bikes
67744056,5/23,1455,Tue,CONNECTICUT AVE,K ST,NW,At Intersect,-77.03944,38.902533,Left Turn Hit Ped.,0,1,1
67818056,5/23,1730,Tue,NEW JERSEY AVE,NEW YORK AVE,NW,At Intersect,-77.01477,38.905372,Right Turn Hit Veh.,0,1,2
68363056,5/23,0655,Tue,S CAPITOL ST,I ST,BN,At Intersect,-77.00911,38.879302,Right Turn Hit Veh.,0,0,1
69361056,5/26,1655,Fri,NINETEENTH ST,K ST,NW,At Intersect,-77.043448,38.9024,Right Angle,0,1,2
69888056,5/27,1800,Sat,EADS ST,FORTY SIXTH ST,NE,Within 100ft,-77.081958,38.840373,Right Angle,0,1,2
71506056,5/31,0815,Wed,FOURTEENTH ST,MASSACHUSETTS AVE,NW,Not at Inter,-77.081958,38.840373,Other,0,1,1
71615056,5/31,1145,Wed,TWENTY SECOND ST,L ST,NW,Not at Inter,-77.04882,38.903751,Other,0,1,2
71839056,5/31,2012,Wed,WISCONSIN AVE,RIVER RD,NW,At Intersect,-77.080089,38.948664,Right Angle,0,1,2
72104066,6/1,1015,Thu,ELEVENTH ST,H ST,NW,At Intersect,-77.081958,38.840373,Right Turn Hit Ped.,0,1,1
72221066,6/1,1546,Thu,SECOND ST,A ST,NE,Within 100ft,-77.003499,38.890931,Left Turn Hit Veh.,0,0,2
73883066,6/4,1740,Sun,FOURTEENTH ST,QUINCY ST,NW,Not at Inter,-77.032727,38.937584,Side Swiped,0,0,2
74315066,6/5,1600,Mon,FOURTH ST,M ST,SE,At Intersect,-77.017591,38.876521,Right Turn Hit Ped.,0,1,1
75070066,6/6,2215,Tue,MICHIGAN AVE,MICHIGAN AVE,NE,At Intersect,-77.020407,38.927563,Rear End,0,1,1
75565066,6/7,2150,Wed,CONNECTICUT AVE,L ST,NW,Within 100ft,-77.040007,38.903742,Left Turn Hit Ped.,0,1,1
75585066,6/7,2240,Wed,BARRY PL,SHERMAN AVE,NW,At Intersect,-77.025261,38.920672,Right Angle,0,1,2
75735066,6/8,1100,Thu,SIXTH ST,K ST,NW,Not at Inter,-77.019907,38.902524,Left Turn Hit Veh.,0,1,1
75952066,6/8,1715,Thu,NORTH CAPITOL ST,BATES ST,BN,Not at Inter,-77.009097,38.910394,Other,0,1,1
77003066,6/10,1926,Sat,T ST,THIRTEENTH ST,NW,Not at Inter,-77.029618,38.91557,Straight Hit Ped.,0,1,1
77049066,6/10,2130,Sat,KENNEDY ST,ILLINOIS AVE,NW,At Intersect,-77.027431,38.956223,Right Turn Hit Ped.,0,1,1
77920066,6/12,1724,Mon,K ST,TWENTY NINTH ST,NW,At Intersect,-77.05815,38.902582,Other,0,1,2
78356066,6/13,1425,Tue,NINTH ST,O ST,NW,Within 100ft,-77.081958,38.840373,Head On,0,2,2
78392066,6/13,1600,Tue,CONNECTICUT AVE,M ST,NW,Not at Inter,-77.041128,38.905664,Right Angle,0,1,1
78469066,6/13,1820,Tue,MARYLAND AVE,BENNING RD,NE,Within 100ft,-76.983359,38.900151,Side Swiped,0,1,2
79195066,6/15,0750,Thu,BENNING RD,MARYLAND AVE,NE,At Intersect,-76.983359,38.900151,Left Turn Hit Ped.,0,0,2
79791066,6/16,0940,Fri,NORTH CAPITOL ST,H ST,BN,At Intersect,-77.009097,38.900213,Right Turn Hit Veh.,0,1,2
80384066,6/17,1115,Sat,BELLEVUE TERR,GARFIELD ST,NW,At Intersect,-77.075838,38.927532,Right Angle,0,1,2
81020066,6/18,1817,Sun,FOURTEENTH ST,THOMAS CIR,NW,Within 100ft,-77.032297,38.905443,Non-Collision Accident,0,1,1
81827066,6/20,1300,Tue,CONNECTICUT AVE,YUMA ST,NW,Within 100ft,-77.064997,38.946733,Parked Vehicle,0,0,2
81921066,6/20,1630,Tue,A ST,FIFTIETH ST,SE,Within 100ft,-76.930041,38.888021,Right Turn Hit Veh.,0,1,2
82366066,6/21,1335,Wed,K ST,NINETEENTH ST,NW,Not at Inter,-77.043448,38.9024,Other,0,1,2
82401066,6/21,1420,Wed,SHERMAN AVE,MONROE ST,NW,Within 100ft,-77.026877,38.93277,Other,0,2,1
82812066,6/22,0905,Thu,LINCOLN RD,R ST,NE,At Intersect,-77.008539,38.91259,Left Turn Hit Ped.,0,1,1
83444066,6/23,1310,Fri,INTERSTATE 395 MAINE AVE,,BN,At Intersect,,,Straight Hit Ped.,0,0,1
83904066,6/24,1017,Sat,SEVENTH ST,D ST,SW,At Intersect,-77.021908,38.894792,Left Turn Hit Ped.,0,1,2
83960066,6/24,1230,Sat,THIRTEENTH ST,LONGFELLOW ST,NW,Not at Inter,-77.029689,38.957273,Other,0,1,1
84141066,6/24,1905,Sat,MONROE ST,HOLMEAD PL,NW,Within 100ft,-77.030867,38.931982,Straight Hit Ped.,0,1,2
85320066,6/27,0830,Tue,TWENTY SEVENTH ST,P ST,NW,At Intersect,-77.055617,38.909371,Straight Hit Ped.,0,1,2
86146066,6/29,0805,Thu,VERMONT AVE,L ST,NW,Not at Inter,-77.033068,38.903751,Left Turn Hit Veh.,0,1,2
86388066,6/29,1700,Thu,IRVING ST,FIFTEENTH ST,NW,Within 100ft,-77.036199,38.928674,Right Turn Hit Veh.,0,1,2
86398066,6/29,1730,Thu,EIGHTEENTH ST,FLORIDA AVE,NW,At Intersect,-77.04165,38.916802,Left Turn Hit Veh.,0,1,2
86843066,6/30,1230,Fri,SIXTH ST,W ST,NW,At Intersect,-77.081958,38.840373,Right Angle,0,1,2
87416076,7/1,1420,Sat,HIATT PL,PARK RD,NW,Within 100ft,-77.081958,38.840373,Side Swiped,0,1,1
87477076,7/1,1720,Sat,MILITARY RD,FOURTEENTH ST,NW,At Intersect,-77.033409,38.962042,Other,0,1,2
88415076,7/3,1555,Mon,GEORGIA AVE,BARRY PL,NW,Within 100ft,-77.022059,38.920964,Other,0,1,2
89026076,7/4,2221,Tue,SIXTEENTH ST,FORT STEVENS DR,NW,At Intersect,-77.036398,38.964823,Non-Collision Accident,0,1,1
90924076,7/8,1145,Sat,CONNECTICUT AVE,L ST,NW,Not at Inter,-77.040007,38.903742,Straight Hit Ped.,0,1,2
90989076,7/8,1528,Sat,THIRTEENTH ST,SHEPHERD ST,NW,At Intersect,-77.029698,38.939732,Right Angle,0,1,2
91377076,7/9,1045,Sun,FLORIDA AVE,FOURTEENTH ST,NW,Within 100ft,-77.031939,38.920061,Right Angle,0,1,2
93030076,7/12,1535,Wed,SEVENTH ST,H ST,NW,N/A,-77.081958,38.840373,Straight Hit Ped.,0,1,1
93052076,7/12,1625,Wed,SEVENTH ST,I ST,NW,Within 100ft,-77.081958,38.840373,Side Swiped,0,1,2
93455076,7/13,1130,Thu,FIFTEENTH ST,M ST,NW,Within 100ft,-77.03456,38.905651,Other,0,0,2
94157006,7/14,1700,Fri,K ST,FOURTEENTH ST,NW,Within 100ft,-77.031961,38.902391,Right Angle,0,1,2
94255076,7/14,1930,Fri,ELEVENTH ST,INDEPENDENCE AVE,SE,At Intersect,-76.991507,38.887601,Straight Hit Ped.,0,1,1
94985006,7/16,0120,Sun,COLUMBIA RD,BILTMORE ST,NW,Within 100ft,-77.04316,38.92231,Parked Vehicle,0,1,3
97319076,7/20,0918,Thu,MASSACHUSETTS AVE,S ST,NW,Not at Inter,-77.05331,38.914091,Head On,0,1,1
97526076,7/20,1640,Thu,SEVENTH ST,K ST,NW,At Intersect,-77.021917,38.902104,Right Turn Hit Veh.,0,1,2
99660076,7/24,1320,Mon,THIRTY SIXTH ST,MACOMB ST,NW,Not at Inter,-77.070869,38.933501,Other,0,1,2
99783076,7/21,0930,Fri,THIRTEENTH ST,EUCLID ST,NW,Within 100ft,-77.029707,38.923772,Rear End,0,1,1
100430076,7/25,2004,Tue,LOUGHBORO RD,ARIZONA AVE,NW,At Intersect,-77.097121,38.932571,Left Turn Hit Veh.,0,1,2
103125076,7/30,1020,Sun,EAST CAPITOL ST,MINNESOTA AVE,BN,At Intersect,-76.95329,38.889474,Head On,0,0,1
104086086,8/1,1005,Tue,VAN NESS ST,FORTY FIRST ST,NW,At Intersect,-77.081958,38.840373,Right Turn Hit Ped.,0,1,2
104756086,8/2,1515,Wed,SPRING RD,FOURTEENTH ST,NW,N/A,-77.032749,38.937101,Other,0,1,1
105221086,8/3,1410,Thu,GEORGIA AVE,MADISON ST,NW,At Intersect,-77.028228,38.958353,Left Turn Hit Veh.,0,1,2
105758086,8/4,1340,Fri,RHODE ISLAND AVE,M ST,NW,Within 100ft,-77.041128,38.905664,Right Angle,0,1,2
105963086,8/4,1955,Fri,FIFTEENTH ST,I ST,NW,Within 100ft,-77.081958,38.840373,Rear End,0,1,2
106812086,8/6,1020,Sun,FOURTEENTH ST,ARKANSAS AVE,NW,At Intersect,-77.0327,38.943283,Right Angle,0,1,2
107380086,8/7,1400,Mon,P ST,TWENTY FIRST ST,NW,Within 100ft,-77.046637,38.909641,Side Swiped,0,1,2
107802086,8/8,0903,Tue,IRVING ST,SHERMAN AVE,NW,Within 100ft,-77.026279,38.92882,Straight Hit Ped.,0,1,2
107839086,8/8,1028,Tue,W ST,FLORIDA AVE,NW,At Intersect,-77.036487,38.919153,Right Angle,0,1,2
108046086,8/8,1630,Tue,THIRD ST,Q ST,NW,N/A,-77.015177,38.911124,Side Swiped,0,0,2
109103086,8/10,1500,Thu,CONNECTICUT AVE,DUPONT CIR,NW,At Intersect,-77.043957,38.91011,Straight Hit Ped.,0,1,1
109144086,8/10,1647,Thu,SHERMAN CIR,ILLINOIS AVE,NW,At Intersect,-77.022178,38.947823,Right Angle,0,0,2
109729086,8/11,1815,Fri,MASSACHUSETTS AVE,NEW JERSEY AVE,NW,At Intersect,-77.012427,38.898862,Right Angle,0,1,2
109747086,8/11,1900,Fri,SIXTEENTH ST,COLUMBIA RD,NW,At Intersect,-77.036447,38.926553,Straight Hit Ped.,0,0,1
110726086,8/13,1730,Sun,DIX ST,FORTY SEVENTH ST,NE,Within 100ft,-77.081958,38.840373,Side Swiped,0,1,2
111261086,8/14,2020,Mon,SPRING RD,FOURTEENTH ST,NW,Not at Inter,-77.032749,38.937101,Right Angle,0,1,2
111781086,8/15,1850,Tue,U ST,FENDALL ST,SE,Not at Inter,-76.979798,38.864892,Right Angle,0,1,2
111841086,8/15,2117,Tue,H ST,NORTH CAPITOL ST,BN,At Intersect,-77.009097,38.900213,Left Turn Hit Veh.,0,0,2
112269086,8/16,1810,Wed,,,NE,At Intersect,,,W YORK AVE BLADENSBURG RD,0,1,2
112563086,8/17,1000,Thu,EIGHTEENTH ST,T ST,NW,At Intersect,-77.04165,38.91557,Right Turn Hit Ped.,0,1,2
114059086,8/20,0010,Sun,FIFTEENTH ST,U ST,NW,At Intersect,-77.034529,38.917001,Side Swiped,0,1,2
114350086,8/20,1953,Sun,TWENTIETH ST,M ST,NW,Within 100ft,-77.044901,38.905664,Right Angle,0,1,2
114959086,8/21,2320,Mon,GEORGIA AVE,BARRY PL,NW,Within 100ft,-77.022059,38.920964,Other,0,1,2
115094086,8/22,1000,Tue,SEVENTH ST,O ST,NW,At Intersect,-77.081958,38.840373,Right Turn Hit Veh.,0,1,2
115463086,8/22,2100,Tue,THIRTEENTH ST,RANDOLPH ST,NW,At Intersect,-77.029707,38.93866,Left Turn Hit Veh.,0,1,2
116350086,8/24,1810,Thu,GEORGIA AVE,RANDOLPH ST,NW,Within 100ft,-77.02468,38.938682,Rear End,0,1,2
118440086,8/27,1300,Sun,U ST,THIRTEENTH ST,NW,Within 100ft,-77.029618,38.917001,Side Swiped,0,1,2
118924086,8/29,1810,Tue,FARADAY PL,SARGENT RD,NE,Within 100ft,-76.989528,38.950953,Straight Hit Ped.,0,0,1
119872086,8/31,1524,Thu,WISCONSIN AVE,WINDOM PL,NW,Within 100ft,-77.07834,38.945533,Side Swiped,0,1,2
120271096,9/1,1144,Fri,CALVERT ST,BILTMORE ST,NW,At Intersect,-77.047319,38.923254,Left Turn Hit Veh.,0,1,2
120692096,9/2,1400,Sat,NANNIE HELEN BURROUGHS AVE,DIVISION AVE,NE,At Intersect,-76.92567,38.898362,Straight Hit Ped.,0,1,2
121163096,9/3,1420,Sun,MARTIN LUTHER KING AVE,PARKLAND PL,SE,Within 100ft,-76.997729,38.84468,Other,0,1,2
121174096,9/3,1512,Sun,WISCONSIN AVE,JENIFER ST,NW,Within 100ft,-77.084849,38.959044,Other,0,1,2
121234096,9/3,1750,Sun,MORTON PL,SEVENTH ST,NE,Within 100ft,-76.996148,38.904384,Right Turn Hit Veh.,0,1,2
122870096,9/7,0830,Thu,VIRGINIA AVE,NEW HAMPSHIRE AVE,NW,Not at Inter,-77.081958,38.840373,Other,0,1,2
124572096,9/10,1250,Sun,TWENTY THIRD ST,P ST,NW,Not at Inter,-77.049338,38.909641,Other,0,1,2
125439096,9/12,1035,Tue,CONNECTICUT AVE,DAVENPORT ST,NW,At Intersect,-77.068119,38.9521,Right Angle,0,1,2
125740096,9/12,2100,Tue,FOURTEENTH ST,EUCLID ST,NW,At Intersect,-77.032138,38.923763,Left Turn Hit Veh.,0,1,2
126785096,9/14,2310,Thu,K ST,WEST VIRGINIA AVE,NE,At Intersect,-76.995378,38.902524,Right Turn Hit Veh.,0,1,2
126986096,9/15,1030,Fri,GEORGIA AVE,GERANIUM ST,NW,At Intersect,-77.026439,38.979393,Right Turn Hit Ped.,0,1,2
128505096,9/18,1540,Mon,MARTIN LUTHER KING AVE,W ST,SE,Within 100ft,-76.989749,38.864883,Parked Vehicle,0,1,2
128549096,9/18,1740,Mon,295@KENILWORTH EASTERN AVE,,NE,At Intersect,,,Straight Hit Ped.,0,1,1
128984096,9/19,1500,Tue,MONROE ST,THIRTEENTH ST,NW,Not at Inter,-77.02972,38.932381,Straight Hit Ped.,0,1,2
129060096,9/19,1735,Tue,NINTH ST,D ST,NW,At Intersect,-77.023968,38.894801,Straight Hit Ped.,0,2,1
129488096,9/20,1430,Wed,EIGHTH ST,H ST,NE,Within 100ft,-77.081958,38.840373,Other,0,1,2
129854096,9/21,0930,Thu,TWENTY FIRST ST,L ST,NW,Not at Inter,-77.046637,38.903742,Head On,0,1,2
131573096,9/24,1330,Sun,GIRARD ST,FOURTEENTH ST,NW,Within 100ft,-77.032337,38.925742,Right Angle,0,1,2
131853096,9/25,0735,Mon,NEW HAMPSHIRE AVE,GEORGIA AVE,NW,At Intersect,-77.0243,38.936402,Right Angle,0,1,2
132243096,9/25,2130,Mon,FOURTEENTH ST,N ST,NW,Within 100ft,-77.081958,38.840373,Rear End,0,1,2
132406096,9/26,0800,Tue,MASSACHUSETTS AVE,MACOMB ST,NW,At Intersect,-77.079867,38.933514,Left Turn Hit Ped.,0,1,1
133183096,9/27,1700,Wed,MICHIGAN AVE,FIRST ST,NW,Not at Inter,-77.012139,38.926283,Ran Off Roadway,0,1,1
133599096,9/28,1415,Thu,CONNECTICUT AVE,T ST,NW,Within 100ft,-77.046349,38.916022,Fixed Object,0,1,1
134259096,9/29,1910,Fri,FIFTEENTH ST,K ST,NW,At Intersect,-77.034587,38.902414,Side Swiped,0,0,1
134546096,9/30,1130,Sat,EIGHTEENTH ST,CORCORAN ST,NW,Within 100ft,-77.041668,38.911873,Other,0,1,2
134751096,9/30,2045,Sat,MASSACHUSETTS AVE,NORTH CAPITOL ST,BN,At Intersect,-77.009057,38.897471,Side Swiped,0,1,2
135746106,10/3,0650,Tue,EASTERN AVE,CHILLUM PL,NE,At Intersect,-76.990307,38.95621,Right Angle,0,1,2
135770106,10/3,0800,Tue,P ST,WISCONSIN AVE,NW,Not at Inter,-77.064279,38.909193,Left Turn Hit Veh.,0,1,2
136762106,10/5,0238,Thu,EUCLID ST,FOURTEENTH ST,NW,At Intersect,-77.032138,38.923763,Right Angle,0,1,1
137130106,10/5,2020,Thu,MORSE ST,BLADENSBURG RD,NE,Within 100ft,-76.982907,38.900784,Right Angle,0,1,1
137367106,10/6,0900,Fri,GEORGIA AVE,COLUMBIA RD,NW,At Intersect,-77.023091,38.928121,Right Angle,0,0,2
138430106,10/8,1250,Sun,FIRST ST,INDEPENDENCE AVE,SE,At Intersect,-77.012179,38.887552,Right Turn Hit Veh.,0,0,2
138481106,10/8,1630,Sun,ELEVENTH ST,W ST,NW,At Intersect,-77.081958,38.840373,Right Angle,0,1,1
138495106,10/8,1650,Sun,SIXTH ST,RHODE ISLAND AVE,NW,Within 100ft,-77.019898,38.913002,Straight Hit Ped.,0,1,2
