Complain Number,Date,Time,Day,Main Street,Second Street,Quadrant,On Street,Latitude,Longitude,Type,# Injured,# Vehicles,# Bikes
13033824,3/15,1956,Fri,MACOMB ST,CONNECTICUT AVE,NW,Not at Inter,-77.057309,38.933492,Side Swiped,1,2,1
13034404,3/16,2125,Sat,MICHIGAN AVE,SOUTH DAKOTA AVE,NE,Within 100ft,-76.98335,38.942553,Rear End,3,4,1
13034432,3/16,2131,Sat,FLORIDA AVE,NORTH CAPITOL ST,BN,Within 100ft,-77.009088,38.910823,19,1,2,1
13034442,3/16,2250,Sat,FLORIDA AVE,MASSACHUSETTS AVE,NW,At Intersect,-77.04878,38.911492,19,1,2,1
13034997,3/18,0832,Mon,FOURTEENTH ST,N ST,NW,At Intersect,-77.081958,38.840373,19,0,1,1
13035094,3/18,1253,Mon,FIRST ST,W ST,NW,At Intersect,-77.081958,38.840373,19,0,2,1
13035184,3/18,1630,Mon,EIGHTH ST,RHODE ISLAND AVE,NW,Not at Inter,-77.02294,38.911913,19,1,2,1
13035228,3/18,1743,Mon,NINTH ST,POTOMAC AVE,SE,At Intersect,-76.993757,38.876932,19,1,2,1
13035768,3/19,1837,Tue,,,SE,At Intersect,,,VENTH ST D ST,1,2,1
13036359,3/20,2101,Wed,WISCONSIN AVE,MASSACHUSETTS AVE,NW,Within 100ft,-77.073158,38.928612,Right Turn Hit Veh.,1,2,1
13036378,3/20,2200,Wed,WISCONSIN AVE,THIRTY FOURTH ST,NW,Not at Inter,-77.067787,38.915761,19,1,2,1
13036385,3/20,2140,Wed,MASSACHUSETTS AVE,EMBASSY PARK DR,NW,Not at Inter,-77.081829,38.934954,19,1,1,1
13036878,3/22,0045,Fri,EIGHTEENTH ST,VERNON ST,NW,Within 100ft,-77.04165,38.916943,19,1,1,1
13036983,3/22,0920,Fri,FOURTEENTH ST,V ST,NW,At Intersect,-77.031948,38.918112,Right Turn Hit Veh.,1,2,1
13037012,3/22,0730,Fri,CONSTITUTION AVE,SEVENTEENTH ST,NW,At Intersect,-77.039458,38.892091,19,1,2,1
13037249,3/22,2002,Fri,FIRST ST,FLORIDA AVE,NW,At Intersect,-77.012157,38.912121,19,0,2,1
13037257,3/22,0815,Fri,FLORIDA AVE,FOURTEENTH ST,NW,Not at Inter,-77.031939,38.920061,Parked Vehicle,1,2,1
13038805,3/26,0903,Tue,FOURTEENTH ST,Q ST,NW,At Intersect,-77.031948,38.911133,Right Turn Hit Ped.,1,2,1
13039027,3/26,1730,Tue,FIFTEENTH ST,M ST,NW,Not at Inter,-77.03456,38.905651,Head On,0,2,1
13039385,3/27,1327,Wed,EAST CAPITOL ST,CENTRAL AVE,BN,At Intersect,-76.931639,38.889722,19,1,2,1
13039401,3/27,1308,Wed,WISCONSIN AVE,CALVERT ST,NW,Within 100ft,-77.07291,38.922541,Left Turn Hit Veh.,1,2,1
13040549,3/21,2115,Thu,FLORIDA AVE,TWENTY FIRST ST,NW,N/A,-77.046668,38.913941,19,0,1,1
13041821,4/1,1340,Mon,NEW YORK AVE,NORTH CAPITOL ST,BN,At Intersect,-77.009168,38.907303,Right Turn Hit Ped.,1,1,1
13042660,4/3,0637,Wed,SEVENTH ST,NEW YORK AVE,NW,Within 100ft,-77.021899,38.902941,Right Angle,1,2,1
13042693,4/3,0912,Wed,FOURTEENTH ST,CHAPIN ST,NW,At Intersect,-77.03193,38.921664,Side Swiped,1,2,1
13042938,4/3,1811,Wed,NINTEENTH ST,N ST,NW,Not at Inter,-77.081958,38.840373,Side Swiped,0,2,1
13043381,4/4,1802,Thu,CONNECTICUT AVE,S ST,NW,At Intersect,-77.046087,38.914082,Right Turn Hit Ped.,0,2,1
13043438,4/4,1945,Thu,TOBIAS DR,STANTON RD,SE,Within 100ft,-76.98099,38.849963,19,1,2,1
13043668,4/5,0949,Fri,THIRTEENTH ST,W ST,NW,Not at Inter,-77.081958,38.840373,19,1,1,1
13043719,4/5,1242,Fri,H ST,THIRTEENTH ST,NW,At Intersect,-77.029627,38.899823,Right Turn Hit Veh.,1,2,1
13043762,4/5,1425,Fri,FOURTEENTH ST,R ST,NW,Within 100ft,-77.03193,38.912612,Parked Vehicle,1,1,1
13043828,4/5,1625,Fri,EIGHTH ST,I ST,NW,At Intersect,-77.081958,38.840373,Straight Hit Ped.,1,2,1
13044701,4/7,1012,Sun,FIFTEENTH ST,CHURCH ST,NW,At Intersect,-77.03456,38.910394,19,1,2,1
13044849,4/7,1729,Sun,SEVENTEENTH ST,GALES PL,NE,Within 100ft,-76.979497,38.89872,Left Turn Hit Ped.,0,0,1
13045361,4/8,1743,Mon,FOURTEENTH ST,T ST,NW,Within 100ft,-77.031939,38.91557,19,1,2,1
13045390,4/8,1850,Mon,MASSACHUSETTS AVE,,BN,Within 100ft,,,19,0,2,1
13045460,4/8,2124,Mon,TWENTY THIRD ST,C ST,NW,At Intersect,-77.050131,38.893521,19,1,1,1
13045481,4/8,2210,Mon,GEORGIA AVE,INGRAHAM ST,NW,Not at Inter,-77.027727,38.954093,Head On,1,3,1
13045609,4/9,0800,Tue,FOURTEENTH ST,R ST,NW,Within 100ft,-77.03193,38.912612,Right Turn Hit Veh.,1,2,1
13045846,4/9,1645,Tue,TWENTY THIRD ST,P ST,NW,Not at Inter,-77.049338,38.909641,Left Turn Hit Ped.,1,1,1
13045877,4/9,1754,Tue,EIGHTEENTH ST,FLORIDA AVE,NW,At Intersect,-77.04165,38.916802,Left Turn Hit Veh.,1,2,1
13045887,4/9,1800,Tue,FIRST ST,IRVING ST,NW,At Intersect,-77.012139,38.931141,19,0,2,1
13045904,4/9,1725,Tue,FIFTEENTH ST,JEFFERSON DR,SW,At Intersect,-77.032997,38.888854,Left Turn Hit Veh.,0,2,1
13046352,4/10,1622,Wed,M ST,TWENTY FIRST ST,NW,Within 100ft,-77.04665,38.905624,Side Swiped,1,2,1
13046757,4/11,0900,Thu,DUPONT CIR,NEW HAMPSHIRE AVE,NW,Not at Inter,-77.043909,38.909154,19,0,2,1
13046855,4/11,1407,Thu,MONTELLO AVE,MOUNT OLIVET RD,NE,Within 100ft,-76.984958,38.910194,Right Turn Hit Ped.,1,1,1
13046884,4/11,1340,Thu,E ST,,BN,Not at Inter,,,Parked Vehicle,1,1,1
13047001,4/11,1815,Thu,EIGHTEENTH ST,CONNECTICUT AVE,NW,At Intersect,-77.041677,38.906461,19,1,2,1
13047995,4/13,1530,Sat,THIRTEENTH ST,IRVING ST,NW,At Intersect,-77.029707,38.928634,19,0,2,1
13048509,4/14,1516,Sun,FIFTEENTH ST,T ST,NW,Within 100ft,-77.034538,38.91557,19,1,2,1
13048811,4/15,0749,Mon,T ST,SEVENTEENTH ST,NW,Not at Inter,-77.038479,38.91557,19,1,2,1
13049322,4/16,0900,Tue,TWELFTH ST,PENNSYLVANIA AVE,NW,At Intersect,-77.028099,38.894952,Straight Hit Ped.,2,1,1
13049550,4/16,1916,Tue,MASSACHUSETTS AVE,MACOMB ST,NW,Not at Inter,-77.079867,38.933514,19,1,2,1
13049565,4/16,1900,Tue,CONNECTICUT AVE,Q ST,NW,Within 100ft,-77.044458,38.911142,Side Swiped,0,2,1
13049777,4/17,0720,Wed,RESERVOIR RD,THIRTY FIFTH ST,NW,At Intersect,-77.069248,38.912674,Left Turn Hit Veh.,1,2,1
13049810,4/17,0837,Wed,THIRTEENTH ST,MONROE ST,NW,Not at Inter,-77.02972,38.932381,19,1,1,1
13050423,4/18,1206,Thu,H ST,FOURTEENTH ST,NE,Within 100ft,-77.031961,38.900204,19,1,1,1
13050608,4/18,1805,Thu,GEORGIA AVE,QUINCY ST,NW,Within 100ft,-77.02449,38.937593,Rear End,0,2,1
13050906,4/19,0850,Fri,GEORGIA AVE,QUEBEC PL,NW,Within 100ft,-77.024198,38.935773,19,1,1,1
13051061,4/19,1448,Fri,FLORIDA AVE,SECOND ST,NE,Not at Inter,-77.014088,38.912944,Side Swiped,1,2,1
13051384,4/20,0139,Sat,MASSACHUSETTS AVE,,NW,Not at Inter,,,19,1,2,1
13051536,4/20,1252,Sat,,,NE,Within 100ft,,,W HAMPSHIRE AVE SOUTH DAKOTA AVE,1,1,1
13051555,4/20,1355,Sat,PENNSYLVANIA AVE,SIXTH ST,NW,At Intersect,-77.019907,38.892684,Head On,1,2,1
13051570,4/20,1423,Sat,EIGHTH ST,E ST,NE,"",-77.081958,38.840373,"",,,
13051582,4/20,1504,Sat,SIXTEENTH ST,ARGONNE PL,NW,N/A,-77.081958,38.840373,Parked Vehicle,0,2,1
13051635,4/20,1650,Sat,TAYLOR ST,THIRTEENTH ST,NW,At Intersect,-77.029707,38.94079,Other,1,2,1
13051745,4/20,2101,Sat,SEVENTH ST,E ST,NW,Within 100ft,-77.081958,38.840373,Left Turn Hit Veh.,1,1,1
13052018,4/21,1047,Sun,FLORIDA AVE,FOURTEENTH ST,NW,Not at Inter,-77.031939,38.920061,19,1,2,1
13052351,4/22,0745,Mon,THIRTEENTH ST,T ST,NW,At Intersect,-77.029618,38.91557,Right Angle,1,2,1
13052872,4/23,0854,Tue,FOURTEENTH ST,IRVING ST,NW,Not at Inter,-77.032638,38.928811,Other,1,2,1
13053426,4/24,0820,Wed,VIRGINIA AVE,TWENTIETH ST,NW,Not at Inter,-77.045228,38.894522,Side Swiped,1,2,1
13053623,4/24,1525,Wed,MOUNT PLEASANT ST,IRVING ST,NW,At Intersect,-77.037337,38.928732,19,1,2,1
13053708,4/24,1750,Wed,G ST,TWELFTH ST,NW,Not at Inter,-77.028077,38.898313,Left Turn Hit Veh.,1,2,1
13054020,4/25,0835,Thu,WISCONSIN AVE,JENIFER ST,NW,Within 100ft,-77.084849,38.959044,Straight Hit Ped.,0,1,1
13054204,4/25,1500,Thu,ELEVENTH ST,N ST,NW,Within 100ft,-77.081958,38.840373,Right Turn Hit Veh.,1,2,1
13054686,4/26,1425,Fri,MINNESOTA AVE,EIGHTEENTH ST,SE,At Intersect,-76.978908,38.869391,Right Turn Hit Ped.,1,1,1
13055936,4/28,1836,Sun,P ST,TWENTY SECOND ST,NW,Within 100ft,-77.048798,38.909632,Right Angle,0,2,1
13056396,4/29,1817,Mon,TENTH ST,OTIS PL,NW,Not at Inter,-77.027178,38.934573,19,1,2,1
13056407,4/29,1840,Mon,NEW HAMPSHIRE AVE,EMERSON ST,NW,Within 100ft,-77.01407,38.950103,Side Swiped,1,2,1
13056637,4/30,0825,Tue,TWENTY THIRD ST,E ST,NW,Not at Inter,-77.050131,38.896032,Parked Vehicle,1,2,1
13056886,4/30,1738,Tue,RHODE ISLAND AVE,WASHINGTON PL,NE,Within 100ft,-76.993899,38.921943,Left Turn Hit Ped.,1,1,1
13057110,5/1,0621,Wed,FIRST ST,G PL,NE,Not at Inter,-77.006967,38.899562,Left Turn Hit Veh.,1,2,1
13057229,5/1,1137,Wed,THIRTEENTH ST,NEW YORK AVE,NW,At Intersect,-77.029627,38.900164,Left Turn Hit Veh.,0,2,1
13057395,5/1,1658,Wed,SIXTEENTH ST,EUCLID ST,NW,Within 100ft,-77.036487,38.923254,19,1,1,1
13057906,5/2,1500,Thu,ROCK CREEK FORD RD,GEORGIA AVE,NW,Not at Inter,-77.027989,38.961272,Parked Vehicle,0,2,1
13058023,5/2,1807,Thu,WISCONSIN AVE,MACOMB ST,NW,Within 100ft,-77.07241,38.933483,19,1,2,1
13058029,5/2,1845,Thu,CONNECTICUT AVE,L ST,NW,Not at Inter,-77.040007,38.903742,Ran Off Roadway,3,5,1
13058329,5/2,1019,Thu,PARK RD,MOUNT PLEASANT ST,NW,Within 100ft,-77.081958,38.840373,Side Swiped,1,2,1
13058470,5/2,0920,Thu,CONSTITUTION AVE,TWENTY SECOND ST,NW,Within 100ft,-77.048851,38.892104,Rear End,0,2,1
13058961,5/4,1230,Sat,WASHINGTON CIR,,NW,"",,,"",,,
13059010,5/4,1440,Sat,I ST,SOUTH CAPITOL ST,BN,Within 100ft,-77.00911,38.879302,Rear End,0,1,1
13059095,5/4,1739,Sat,FIFTEENTH ST,Q ST,NW,At Intersect,-77.03456,38.911133,19,0,1,1
13059445,5/5,1100,Sun,E ST,NINTH ST,NW,Within 100ft,-77.023968,38.896134,Side Swiped,1,2,1
13059506,5/5,1315,Sun,SIXTH ST,C ST,SE,Not at Inter,-77.081958,38.840373,Side Swiped,0,2,1
13060490,5/7,1320,Tue,M ST,SIXTEENTH ST,NW,Not at Inter,-77.03654,38.905651,Side Swiped,1,2,1
13060890,5/8,0915,Wed,EAST CAPITOL ST,FOURTH ST,BN,Within 100ft,-77.000568,38.889824,19,1,2,1
13061153,5/8,1630,Wed,THIRTEENTH ST,H ST,NW,At Intersect,-77.081958,38.840373,Other,1,1,1
13061759,5/9,2120,Thu,GALVESTON ST,SOUTH CAPITOL ST,BN,At Intersect,-77.005979,38.82407,Left Turn Hit Ped.,1,1,1
13061788,5/9,2255,Thu,CALVERT ST,CONNECTICUT AVE,NW,At Intersect,-77.051517,38.923542,Other,1,2,1
13062002,5/10,1000,Fri,FOURTEENTH ST,S ST,NW,Not at Inter,-77.081958,38.840373,19,1,1,1
13062038,5/10,1125,Fri,MACOMB ST,MASSACHUSETTS AVE,NW,Within 100ft,-77.079867,38.933514,19,1,2,1
13062059,5/10,1225,Fri,SEVENTEENTH ST,BENNING RD,NE,At Intersect,-76.979289,38.899354,Rear End,0,2,1
13062069,5/10,1240,Fri,RHODE ISLAND AVE,CONNECTICUT AVE,NW,At Intersect,-77.041128,38.905664,Side Swiped,1,2,1
13062246,5/10,1800,Fri,ILLINOIS AVE,GALLATIN ST,NW,At Intersect,-77.02476,38.951954,Straight Hit Ped.,1,2,1
13062257,5/10,1750,Fri,U ST,TWELFTH ST,NW,Not at Inter,-77.028077,38.917001,Rear End,0,2,1
13062295,5/10,1920,Fri,BENNING RD,SEVENTEENTH ST,NE,At Intersect,-76.979289,38.899354,Left Turn Hit Veh.,1,2,1
13062781,5/11,1711,Sat,S ST,SEVENTH ST,NW,Not at Inter,-77.021908,38.914091,19,1,2,1
13063310,5/12,1837,Sun,N ST,EIGHTEENTH ST,NW,At Intersect,-77.04169,38.907254,Right Angle,1,2,1
13063715,5/13,1640,Mon,PENNSYLVANIA AVE,NINTH ST,NW,Not at Inter,-77.023981,38.8938,19,1,2,1
13063780,5/13,1840,Mon,EIGHTEENTH ST,R ST,NW,At Intersect,-77.041659,38.912612,Left Turn Hit Ped.,1,1,1
13063886,5/13,2220,Mon,FOURTEENTH ST,KENYON ST,NW,At Intersect,-77.032749,38.930233,Rear End,0,2,1
13064412,5/14,2025,Tue,INDEPENENCE AVE,SEVENTH ST,SW,At Intersect,-77.021908,38.887574,Right Turn Hit Veh.,1,2,1
13064625,5/15,0845,Wed,COLUMBIA RD,CHAMPLAIN ST,NW,Not at Inter,-77.041398,38.923533,Rear End,0,2,1
13064815,5/15,1653,Wed,MASSACHUSETTS AVE,FORTY FIFTH ST,NW,At Intersect,-77.081958,38.840373,Right Angle,1,2,1
13064929,5/15,2050,Wed,ROCK CREEK CHURCH RD,RIGGS RD,NE,At Intersect,-77.00733,38.95516,Other,1,2,1
13065212,5/16,1045,Thu,FLORIDA AVE,SIXTEENTH ST,NW,Within 100ft,-77.036487,38.919153,Left Turn Hit Ped.,1,1,1
13065228,5/16,1000,Thu,U ST,ELEVENTH ST,NW,At Intersect,-77.027001,38.917014,19,1,2,1
13065572,5/16,2155,Thu,CONNECTICUT AVE,CALVERT ST,NW,At Intersect,-77.051517,38.923542,Left Turn Hit Veh.,1,2,1
13065695,5/17,0705,Fri,NINTEENTH ST,F ST,NW,At Intersect,-77.081958,38.840373,19,1,2,1
13065706,5/17,0748,Fri,MASSACHUSETTS AVE,THIRTY FIFTH PL,NW,At Intersect,-77.069837,38.926181,Left Turn Hit Veh.,1,2,1
13065720,5/17,0850,Fri,F ST,COLUMBUS CIR,NE,Not at Inter,-77.00458,38.897343,Side Swiped,1,2,1
13065964,5/17,1830,Fri,FOURTEENTH ST,SHEPHERD ST,NW,Not at Inter,-77.032709,38.939723,Straight Hit Ped.,2,1,1
13065970,5/17,1745,Fri,FIFTH ST,NEW YORK AVE,NW,Not at Inter,-77.018928,38.903924,Other,0,1,1
13065973,5/17,1648,Fri,RHODE ISLAND AVE,SEVENTEENTH ST,NW,Not at Inter,-77.038497,38.906563,19,1,1,1
13066515,5/18,1600,Sat,FLORIDA AVE,ELEVENTH ST,NW,Not at Inter,-77.027041,38.920761,Parked Vehicle,1,2,1
13066962,5/19,1400,Sun,MACARTHUR BVD ARIZONA AVE,,NW,Not at Inter,,,19,1,2,1
13067632,5/20,1950,Mon,FLORIDA AVE,THIRTEENTH ST,NW,Not at Inter,-77.02968,38.920504,19,1,2,1
13068708,5/22,1720,Wed,BENNING RD,SIXTEENTH ST,NE,"",-76.981477,38.899752,"",,,
13068773,5/22,1830,Wed,CONSTITUTION AVE,FOURTEENTH ST,NW,Not at Inter,-77.031948,38.892091,19,1,3,1
13069277,5/23,1700,Thu,PENNSYLVANIA AVE,FOURTEENTH ST,NW,Within 100ft,-77.031961,38.895523,Side Swiped,0,1,1
13069389,5/23,2108,Thu,ELEVENTH ST,U ST,NW,Not at Inter,-77.027001,38.917014,Parked Vehicle,0,2,1
13069663,5/24,1200,Fri,MORSE ST,WEST VIRGINIA AVE,NE,At Intersect,-76.992198,38.904774,19,0,1,1
13071003,5/26,2344,Sun,CHAMPLAIN ST,KALORAMA RD,NW,At Intersect,-77.040831,38.920172,19,1,2,1
13071485,5/27,2300,Mon,ELEVENTH ST,LAMONT ST,NW,Not at Inter,-77.02798,38.930693,Head On,1,2,2
13071874,5/28,1800,Tue,MOZART PL,EUCLID ST,NW,Not at Inter,-77.037749,38.923183,19,0,2,1
13072060,5/29,0252,Wed,KALORAMA RD,TWENTY THIRD ST,NW,Not at Inter,-77.050728,38.917723,19,1,1,1
13072694,5/30,1000,Thu,EIGHTH ST,G ST,NE,Within 100ft,-77.022927,38.898463,19,1,2,1
13072990,5/30,1820,Thu,DUPONT CIR,NEW HAMPSHIRE AVE,NW,At Intersect,-77.043909,38.909154,Head On,2,2,1
13073227,5/31,0710,Fri,TWENTY NINTH ST,M ST,NW,At Intersect,-77.058111,38.905243,Left Turn Hit Veh.,1,2,1
13073379,5/31,1250,Fri,THIRTEENTH ST,U ST,NW,At Intersect,-77.029618,38.917001,Right Angle,0,2,1
13073426,5/31,1530,Fri,MARTIN LUTHER KING JR AVE,TALBERT ST,SE,At Intersect,-76.992238,38.86277,19,0,2,1
