Complain Number,Date,Time,Day,Main Street,Second Street,Quadrant,On Street,Latitude,Longitude,Type,# Injured,# Vehicles,# Bikes
10020775,2/18,1810,Thu,CONNECTICUT AVE,CATHEDRAL AVE,NW,Not at Inter,-77.054169,38.928094,Straight Hit Ped.,1,1,1
10021049,2/19,0935,Fri,NORTH CAPITOL ST,L ST,BN,Within 100ft,-77.009088,38.903742,Other,1,2,1
10021912,2/20,2002,Sat,CONNECTICUT AVE,S ST,NW,At Intersect,-77.046087,38.914082,Other,1,1,1
10022763,2/22,1730,Mon,FOURTEENTH ST,JEFFERSON DR,SW,Within 100ft,-77.031961,38.88861,Right Angle,0,2,1
10024780,2/26,2016,Fri,EIGHTEENTH ST,R ST,NW,At Intersect,-77.041659,38.912612,Straight Hit Ped.,1,2,1
10026032,3/1,1231,Mon,NEW JERSEY AVE,H ST,NW,Within 100ft,-77.01291,38.900204,Right Angle,1,1,1
10026183,3/1,1830,Mon,MICHIGAN AVE,FOURTH ST,NE,Within 100ft,-77.000559,38.931424,Straight Hit Ped.,0,1,1
10026751,3/2,2156,Tue,H ST,ELEVENTH ST,NW,Within 100ft,-77.027041,38.899823,Other,1,2,1
10027644,3/4,1830,Thu,SEVENTH ST,H ST,NW,At Intersect,-77.081958,38.840373,Straight Hit Ped.,1,2,1
10029071,3/7,1355,Sun,RHODE ISLAND AVE,FIFTH ST,NE,At Intersect,-77.018928,38.913312,Left Turn Hit Ped.,1,1,1
10029927,3/9,1035,Tue,K ST,FOURTEENTH ST,NW,Within 100ft,-77.031961,38.902391,Side Swiped,1,2,1
10030190,3/9,1855,Tue,WATER ST,WISCONSIN AVE,NW,At Intersect,-77.062747,38.902622,Head On,0,2,1
10030338,3/9,2259,Tue,ELEVENTH ST,V ST,NW,At Intersect,-77.027041,38.918112,Other,1,2,1
10030458,3/10,0845,Wed,P ST,TWENTY THIRD ST,NW,Within 100ft,-77.049338,38.909641,Other,1,2,1
10030643,3/10,1640,Wed,ECKINGTON PL,R ST,NE,At Intersect,-77.004367,38.912603,Left Turn Hit Ped.,1,2,1
10032081,3/13,0900,Sat,CEDAR ST,HIGH ST,SE,Within 100ft,-76.986291,38.862691,Right Angle,0,1,1
10033963,3/17,0840,Wed,SECOND ST,MASSACHUSETTS AVE,NE,At Intersect,-77.081958,38.840373,Left Turn Hit Veh.,1,2,1
10034016,3/17,1116,Wed,CLEVELAND AVE,THIRTY FIRST PL,NW,N/A,-77.061768,38.926362,Other,1,2,1
10034071,3/17,1310,Wed,EIGHTEENTH ST,RHODE ISLAND AVE,NE,At Intersect,-76.979139,38.927713,Right Angle,1,2,1
10034186,3/17,1655,Wed,U ST,EIGHTEENTH ST,NW,Within 100ft,-77.04165,38.917094,Right Angle,1,2,1
10035146,3/19,1108,Fri,MASSACHUSETTS AVE,OBSERVATORY CIR,NW,Not at Inter,-77.067109,38.924414,Side Swiped,1,2,1
10036298,3/21,1045,Sun,RHODE ISLAND AVE,FIFTEENTH ST,NW,Within 100ft,-77.034569,38.907931,Left Turn Hit Veh.,1,2,1
10036544,3/21,1030,Sun,NEW HAMPSHIRE AVE,EIGHTEENTH ST,NW,Within 100ft,-77.041668,38.911541,Other,1,1,1
10036910,3/22,1605,Mon,NORTH CAPITOL ST,EVARTS ST,BN,Within 100ft,-77.009088,38.924503,Side Swiped,1,1,1
10037199,3/23,0824,Tue,COLUMBIA RD,THIRTEENTH ST,NW,At Intersect,-77.029707,38.927642,Left Turn Hit Veh.,1,2,1
10037568,3/23,1718,Tue,COLUMBIA RD,FOURTEENTH ST,NW,Not at Inter,-77.032519,38.92754,Straight Hit Ped.,1,2,1
10039143,3/26,1653,Fri,FOURTH ST,EDGEWOOD ST,NE,Not at Inter,-77.000568,38.922953,Straight Hit Ped.,1,2,1
10039601,3/27,1210,Sat,SEVENTH ST,INDEPENDENCE AVE,SW,At Intersect,-77.021908,38.887574,Right Angle,1,2,1
10041700,3/31,1730,Wed,FOURTEENTH ST,RHODE ISLAND AVE,NW,At Intersect,-77.031948,38.90883,Other,1,2,1
10041760,3/31,1930,Wed,FOURTEENTH ST,GIRARD ST,NW,At Intersect,-77.032337,38.925742,Left Turn Hit Ped.,1,1,1
10042006,4/1,0645,Thu,THIRTY FOURTH ST,BENNING RD,NE,At Intersect,-77.081958,38.840373,Right Turn Hit Ped.,1,1,1
10042039,4/1,0852,Thu,SHERMAN AVE,EUCLID ST,NW,At Intersect,-77.02554,38.923914,Right Angle,1,2,1
10042050,4/1,0922,Thu,COLUMBIA RD,HARVARD ST,NW,Within 100ft,-77.036921,38.926261,Side Swiped,1,2,1
10043613,4/3,2002,Sat,SIXTEENTH ST,SPRING RD,NW,At Intersect,-77.036438,38.937442,Straight Hit Ped.,1,2,1
10044766,4/6,0756,Tue,CONSTITUTION AVE,FIRST ST,NW,At Intersect,-77.01217,38.892082,Fixed Object,1,1,1
10045028,4/6,1731,Tue,WISCONSIN AVE,ALBEMARLE ST,NW,Within 100ft,-77.079677,38.947911,Non-Collision Accident,1,1,1
10045337,4/7,0830,Wed,MASSACHUSETTS AVE,CALIFORNIA ST,NW,Not at Inter,-77.055361,38.915584,Right Angle,1,2,1
10046156,4/8,1715,Thu,FIFTEENTH ST,EUCLID ST,NW,Not at Inter,-77.035309,38.923373,Right Turn Hit Veh.,0,2,1
10046214,4/8,1930,Thu,H ST,SEVENTH ST,NW,Within 100ft,-77.021908,38.899814,Other,1,1,1
10046486,4/9,1240,Fri,EIGHTEENTH ST,CALIFORNIA ST,NW,Within 100ft,-77.081958,38.840373,Other,1,3,1
10046746,4/9,2220,Fri,NINTH ST,RITTENHOUSE ST,NW,At Intersect,-77.025969,38.964943,Left Turn Hit Ped.,0,2,1
10047241,4/10,1803,Sat,CONNECTICUT AVE,DEVONSHIRE PL,NW,Not at Inter,-77.05626,38.931703,Parked Vehicle,0,2,1
10047523,4/11,0354,Sun,BENNING RD,THIRTY SIXTH ST,NE,Not at Inter,-77.081958,38.840373,Other,1,2,1
10048198,4/12,1600,Mon,FORTY NINTH ST,SHERIFF RD,NE,Within 100ft,-77.081958,38.840373,Other,0,0,1
10048223,4/12,1805,Mon,NEW YORK AVE,TWELFTH ST,NW,At Intersect,-77.028068,38.900691,Other,1,2,1
10048499,4/13,0940,Tue,THIRTEENTH ST,G ST,NW,At Intersect,-77.029618,38.898313,Right Angle,0,1,1
10048562,4/13,1210,Tue,NINTEENTH ST,M ST,NW,At Intersect,-77.081958,38.840373,Head On,1,2,1
10048928,4/14,0910,Wed,NEW HAMPSHIRE AVE,N ST,NW,Within 100ft,-77.04568,38.907241,Side Swiped,1,1,1
10049628,4/15,1555,Thu,SOUTH CAPITOL ST,I ST,BN,At Intersect,-77.00911,38.879302,Right Turn Hit Ped.,0,2,1
10049695,4/15,1730,Thu,VAN NESS ST,WISCONSIN AVE,NW,Not at Inter,-77.077029,38.943173,Other,0,2,1
10049800,4/15,2030,Thu,GEORGIA AVE,HARVARD ST,NW,At Intersect,-77.022958,38.92723,Straight Hit Ped.,1,2,1
10050019,4/16,0800,Fri,INDEPENDENCE AVE,FOURTH ST,SW,Not at Inter,-77.017537,38.887574,Other,1,2,1
10050096,4/16,1140,Fri,ELEVENTH ST,PARK RD,NW,At Intersect,-76.99152,38.892782,Right Angle,1,1,1
10050186,4/15,1500,Thu,NORTH CAPITOL ST,,BN,Not at Inter,,,Side Swiped,0,1,1
10050210,4/16,1525,Fri,NINTEENTH ST,VIRGINIA AVE,NW,At Intersect,-77.081958,38.840373,Head On,1,2,1
10050639,4/17,0934,Sat,FORTY FOURTH ST,SHERIFF RD,NE,Not at Inter,-77.081958,38.840373,Other,2,1,1
10050700,4/17,1245,Sat,GOOD HOPE RD,SIXTEENTH ST,SE,Not at Inter,-76.982221,38.866242,Non-Collision Accident,1,1,1
10051836,4/19,1722,Mon,M ST,WISCONSIN AVE,NW,Not at Inter,-77.062809,38.905181,Side Swiped,0,2,1
10052175,4/20,0829,Tue,NINTEENTH ST,BILTMORE ST,NW,N/A,-77.081958,38.840373,Left Turn Hit Veh.,1,1,1
10052267,4/20,1420,Tue,FIFTEENTH ST,K ST,NW,At Intersect,-77.034587,38.902414,Left Turn Hit Veh.,1,1,1
10052352,4/20,1705,Tue,P ST,FOURTEENTH ST,NW,Not at Inter,-77.031948,38.909663,Side Swiped,0,1,1
10052408,4/20,1712,Tue,TWENTY THIRD ST,SHERIDAN CIR,NW,Within 100ft,-77.050649,38.911851,Side Swiped,0,2,1
10052640,4/21,0600,Wed,FOURTEENTH ST,INDEPENDENCE AVE,SW,Within 100ft,-77.031948,38.887574,Straight Hit Ped.,0,1,1
10052674,4/21,0900,Wed,P ST,DUPONT CIR,NW,At Intersect,-77.044241,38.909654,Right Turn Hit Veh.,1,2,1
10052864,4/21,1610,Wed,THIRTEENTH ST,O ST,NW,Within 100ft,-77.081958,38.840373,Side Swiped,1,2,1
10052959,4/21,1819,Wed,CONSTITUTION AVE,FIRST ST,NE,Not at Inter,-77.01217,38.892082,Other,0,2,1
10053049,4/21,2201,Wed,TWENTIETH ST,L ST,NW,Not at Inter,-77.044901,38.903742,Other,1,2,1
10053192,4/22,0942,Thu,VERMONT AVE,U ST,NW,Within 100ft,-77.02538,38.917014,Other,0,1,1
10053623,4/22,2255,Thu,FLORIDA AVE,CONNECTICUT AVE,NW,Within 100ft,-77.046167,38.914384,Left Turn Hit Veh.,1,2,1
10053960,4/23,1525,Fri,Q ST,NINTEENTH ST,NW,Within 100ft,-77.081958,38.840373,Side Swiped,0,2,1
10054212,4/23,2204,Fri,BRYANT ST,SEVENTEENTH ST,NE,Within 100ft,-76.980888,38.921203,Rear End,2,2,1
10056166,4/27,1620,Tue,NINTEENTH ST,L ST,NW,At Intersect,-77.081958,38.840373,Right Angle,0,2,1
10057240,4/29,1515,Thu,RHODE ISLAND AVE,SIXTEENTH ST,NE,At Intersect,-76.982048,38.9263,Other,1,2,1
10057621,4/30,0830,Fri,,,"",At Intersect,,,T,1,2,1
10057731,4/30,1304,Fri,SEVENTEENTH ST,N ST,NW,Within 100ft,-77.081958,38.840373,Other,0,2,1
10057923,4/30,1700,Fri,PENNSYLVANIA AVE,TWENTY SIXTH ST,NW,Within 100ft,-77.054749,38.904141,Rear End,1,2,1
10058398,5/1,1239,Sat,T ST,NORTH CAPITOL ST,BN,Within 100ft,-77.009168,38.91557,Other,1,2,1
10058518,5/1,1840,Sat,THIRTEENTH ST,G ST,NW,Within 100ft,-77.029618,38.898313,Left Turn Hit Veh.,1,2,1
10058703,5/2,0021,Sun,FIFTEENTH ST,I ST,NW,Not at Inter,-77.081958,38.840373,Right Angle,1,1,1
10058841,5/2,0905,Sun,SEVENTH ST,P ST,NW,At Intersect,-77.021917,38.909654,Other,1,1,1
10059323,5/3,1105,Mon,NORTH CAPITOL ST,G ST,BN,At Intersect,-77.00911,38.898902,Right Turn Hit Ped.,1,1,1
10059330,5/3,1120,Mon,CALIFORNIA ST,CONNECTICUT AVE,NW,At Intersect,-77.046707,38.916762,Other,1,2,1
10059497,5/3,1710,Mon,THIRTEENTH ST,F ST,NW,At Intersect,-77.029618,38.897343,Left Turn Hit Veh.,0,2,1
10059934,5/4,1240,Tue,MASSACHUSETTS AVE,THIRTEENTH ST,NW,Within 100ft,-77.029618,38.90484,Right Turn Hit Veh.,1,2,1
10060416,5/5,0820,Wed,TWENTY THIRD ST,WASHINGTON CIR,NW,Not at Inter,-77.081958,38.840373,Parked Vehicle,1,2,1
10060788,5/5,2040,Wed,NEW YORK AVE,FBI:INTERSTATE 395@3RD ST,NW,At Intersect,,,Straight Hit Ped.,1,1,1
10060868,5/5,2316,Wed,EIGHTEENTH ST,CALIFORNIA ST,NW,Within 100ft,-77.081958,38.840373,Other,1,1,1
10060987,5/6,0835,Thu,SIXTEENTH ST,FLORIDA AVE,NW,At Intersect,-77.036487,38.919153,Other,1,2,1
10061234,5/6,1700,Thu,PARK RD,FOURTEENTH ST,NW,At Intersect,-77.081958,38.840373,Right Turn Hit Veh.,1,2,1
10061237,5/6,1645,Thu,Q ST,TWENTIETH ST,NW,At Intersect,-77.044887,38.911133,Other,0,2,1
10061317,5/6,1930,Thu,FOURTEENTH ST,H ST,NW,Not at Inter,-77.081958,38.840373,Side Swiped,0,2,1
10061839,5/7,1629,Fri,ALABAMA AVE,THIRTY EIGHTH ST,SE,At Intersect,-76.952218,38.865241,Right Turn Hit Veh.,1,2,1
10061903,5/7,1400,Fri,K ST,SIXTH ST,NW,Within 100ft,-77.019907,38.902524,Left Turn Hit Veh.,1,2,1
10062345,5/8,0939,Sat,GEORGIA AVE,GRESHAM PL,NW,At Intersect,-77.0229,38.926761,Rear End,1,1,1
10062490,5/8,1609,Sat,PENNSYLVANIA AVE,INDEPENDENCE AVE,SE,Not at Inter,-77.003539,38.887601,Side Swiped,1,2,1
10063274,5/10,0720,Mon,SIXTH ST,E ST,NW,At Intersect,-77.081958,38.840373,Left Turn Hit Veh.,1,2,1
10063487,5/10,1554,Mon,FLORIDA AVE,I ST,NE,At Intersect,-76.98684,38.901311,Other,1,2,1
10064130,5/11,1837,Tue,,,NE,Not at Inter,,,WTON ST TWELFTH ST,0,2,1
10065341,5/13,2220,Thu,EIGHTH ST,C ST,SE,Within 100ft,-77.081958,38.840373,Right Angle,1,2,1
10065485,5/14,0734,Fri,WISCONSIN AVE,ALBEMARLE ST,NW,At Intersect,-77.079677,38.947911,Straight Hit Ped.,1,2,1
10065789,5/14,1818,Fri,JACKSON ST,THIRTEENTH ST,NE,Not at Inter,-76.988438,38.929684,Right Angle,2,3,2
10065809,5/14,1805,Fri,FOURTEENTH ST,R ST,NW,Within 100ft,-77.03193,38.912612,Other,1,2,1
10065923,5/14,2245,Fri,FIFTH ST,MASSACHUSETTS AVE,NW,At Intersect,-77.081958,38.840373,Left Turn Hit Ped.,1,2,1
10065941,5/14,2346,Fri,SIXTEENTH ST,IRVING ST,NW,At Intersect,-77.036478,38.928692,Other,1,2,1
10066193,5/15,1000,Sat,FIFTEENTH ST,PENNSYLVANIA AVE,NW,Within 100ft,-77.033648,38.895483,Other,1,1,1
10066231,5/15,1310,Sat,SEVENTH ST,GIRARD ST,NE,At Intersect,-76.996157,38.926491,Right Angle,1,2,1
10066277,5/15,1800,Sat,K ST,SIXTH ST,NW,Within 100ft,-77.019907,38.902524,Left Turn Hit Ped.,0,1,1
10066943,5/16,1900,Sun,SEVENTH ST,RHODE ISLAND AVE,NW,At Intersect,-77.021917,38.912271,Right Angle,1,2,1
10067134,5/17,0845,Mon,FOURTEENTH ST,BELMONT ST,NW,Not at Inter,-77.031868,38.921093,Straight Hit Ped.,2,0,1
10068446,5/19,1600,Wed,FOURTEENTH ST,BELMONT ST,NW,At Intersect,-77.031868,38.921093,Right Angle,1,1,1
10068764,5/20,0720,Thu,FOURTH ST,BRYANT ST,NW,Within 100ft,-77.01802,38.920362,Rear End,1,2,1
10069037,5/20,1630,Thu,MASSACHUSETTS AVE,DUPONT CIR,NW,Not at Inter,-77.04417,38.909902,Other,1,2,1
10069227,5/20,2330,Thu,KENYAN WARDER ST,,NW,Within 100ft,,,Right Angle,1,2,1
10069649,5/21,1730,Fri,GEORGIA AVE,KENYON ST,NW,N/A,-77.023379,38.930011,Parked Vehicle,1,3,1
10070173,5/22,1600,Sat,SIXTEENTH ST,COLUMBIA RD,NW,"",-77.036447,38.926553,"",,,
10071081,5/24,1020,Mon,I ST,TWENTY FOURTH ST,NW,At Intersect,-77.051419,38.900704,Right Angle,1,1,1
10071137,5/24,1223,Mon,QUINCY ST,SEVENTH ST,NW,At Intersect,-77.021417,38.937704,Right Angle,1,1,1
10071392,5/24,2045,Mon,EIGHTEENTH ST,BELMONT ST,NW,Within 100ft,-77.042,38.920592,Left Turn Hit Veh.,1,2,1
10071597,5/25,0858,Tue,GIRARD ST,FOURTEENTH ST,NW,"",-77.032337,38.925742,"",,,
10071613,5/25,0840,Tue,WHITEHAVEN ST,MASSACHUSETTS AVE,NW,At Intersect,-77.059067,38.91832,Right Angle,0,2,1
10072200,5/26,0846,Wed,K ST,WATER ST,NW,Within 100ft,-77.071259,38.904544,Head On,1,2,1
10072412,5/26,1630,Wed,PENNSYLVANIA AVE,THIRTY EIGHTH ST,SE,At Intersect,-76.953308,38.866411,Other,1,2,1
10072490,5/26,1838,Wed,CONNECTICUT AVE,SEDGWICK ST,NW,Within 100ft,-77.060697,38.939342,Side Swiped,0,2,1
10072749,5/27,0808,Thu,SIXTH ST,RHODE ISLAND AVE,NW,Within 100ft,-77.019898,38.913002,Other,2,2,1
10072751,5/27,0800,Thu,THIRTEENTH ST,W ST,SE,Not at Inter,-77.081958,38.840373,Side Swiped,1,2,1
10073000,5/27,1740,Thu,ECKINGTON PL,FLORIDA AVE,NE,At Intersect,-77.005288,38.909233,Right Turn Hit Ped.,1,1,1
10073280,5/28,0800,Fri,THIRTEENTH ST,CLIFTON ST,NW,Not at Inter,-77.029698,38.92243,Other,1,1,1
10073384,5/28,1330,Fri,SHERMAN AVE,EUCLID ST,NW,At Intersect,-77.02554,38.923914,Left Turn Hit Ped.,1,1,1
10073409,5/25,2045,Tue,COLUMBIA RD,CHAMPLAIN ST,NW,Not at Inter,-77.041398,38.923533,Straight Hit Ped.,1,1,1
10073422,5/28,1430,Fri,EUCLID ST,CHAMPLAIN ST,NW,At Intersect,-77.041389,38.923072,Left Turn Hit Veh.,0,2,1
10073999,5/29,1333,Sat,COLUMBIA RD,SIXTEENTH ST,NW,Within 100ft,-77.036447,38.926553,Rear End,1,2,1
10074556,5/30,1530,Sun,PENNSYLVANIA AVE,TWENTY FOURTH ST,NW,At Intersect,-77.051419,38.90298,Side Swiped,0,2,1
10074665,5/30,1945,Sun,FOURTEENTH ST,W ST,NW,Within 100ft,-77.081958,38.840373,Right Angle,1,2,1
10074754,5/30,2330,Sun,TWELFTH ST,EAST CAPITOL ST,BN,At Intersect,-77.081958,38.840373,Right Turn Hit Veh.,1,1,1
10075297,6/1,0806,Tue,MASSACHUSETTS AVE,FOURTEENTH ST,NW,Not at Inter,-76.98552,38.887853,Rear End,1,2,1
10075886,6/2,0815,Wed,F ST,NEW HAMPSHIRE AVE,NW,At Intersect,-77.054807,38.897374,Left Turn Hit Veh.,1,2,1
10076234,6/2,1906,Wed,FIFTH ST,R ST,NW,Not at Inter,-77.018928,38.912612,Left Turn Hit Ped.,1,1,1
10076549,6/2,1830,Tue,RHODE ISLAND AVE,FOURTEENTH ST,NW,Within 100ft,-77.031948,38.90883,Parked Vehicle,0,1,1
10076777,6/3,1808,Thu,THIRTEENTH ST,S ST,NW,Not at Inter,-77.081958,38.840373,Other,1,1,1
10077305,6/4,1745,Fri,W ST,SIXTEENTH ST,SE,At Intersect,-77.036487,38.919153,Right Angle,0,1,1
10077513,6/5,0022,Sat,EIGHTH ST,V ST,NW,Within 100ft,-77.022949,38.917762,Rear End,0,1,1
10077516,6/4,2243,Fri,SOUTHERN AVE,,SE,Not at Inter,,,Other,1,2,1
10078125,6/6,0103,Sun,COLUMBIA RD,MINTWOOD PL,NW,At Intersect,-77.043701,38.921102,Head On,1,2,1
10078526,6/6,2025,Sun,H ST,ELEVENTH ST,NE,N/A,-77.027041,38.899823,Right Angle,1,2,1
10078722,6/7,0955,Mon,,,NW,At Intersect,,,Left Turn Hit Ped.,1,1,1
10078819,6/7,1300,Mon,THIRTY SEVENTH ST,,NW,At Intersect,,,Other,0,2,1
10079827,6/9,0815,Wed,EADS ST,FORTY FOURTH ST,NE,Not at Inter,-77.081958,38.840373,Straight Hit Ped.,1,1,1
10080001,6/9,1559,Wed,M ST,NINTEENTH ST,NW,N/A,-77.081958,38.840373,Side Swiped,0,1,1
10080487,6/10,1315,Thu,PENNSYLVANIA AVE,NINTH ST,NW,"",-77.023981,38.8938,"",,,
10080519,6/10,1438,Thu,FOURTEENTH ST,PENNSYLVANIA AVE,NW,At Intersect,-77.031961,38.895523,Right Angle,1,2,1
10081275,6/11,1815,Fri,VAN NESS ST,WISCONSIN AVE,NW,Within 100ft,-77.077029,38.943173,Side Swiped,0,2,1
10081318,6/11,2014,Fri,H ST,NINTH ST,NW,Within 100ft,-77.023968,38.899814,Side Swiped,1,2,1
10081397,6/11,2259,Fri,SIXTEENTH ST,ARKANSAS AVE,NW,"",-77.036438,38.938992,"",,,
10081545,6/12,0314,Sat,DIVISION AVE,HAYES ST,NE,Within 100ft,-76.925161,38.899734,Other,0,2,1
10081981,6/12,2110,Sat,SEVENTEENTH ST,ISHERWOOD ST,NE,Within 100ft,-76.980759,38.895474,Side Swiped,1,2,1
10083185,6/15,0800,Tue,FOURTEENTH ST,GIRARD ST,NW,Within 100ft,-77.032337,38.925742,Side Swiped,1,2,1
10083255,6/15,1103,Tue,TWENTY SECOND ST,P ST,NW,Within 100ft,-77.048798,38.909632,Other,1,2,1
10083319,6/15,1342,Tue,MAINE AVE,TWELFTH ST,SW,At Intersect,-77.026837,38.881321,Right Turn Hit Ped.,0,1,1
10084339,6/17,0910,Thu,THIRTEENTH ST,RITTENHOUSE ST,NW,At Intersect,-77.029747,38.964974,Straight Hit Ped.,1,2,1
10084652,6/17,1940,Thu,WISCONSIN AVE,TENLEY CIR,NW,At Intersect,-77.078858,38.946503,Other,1,2,1
10084759,6/17,2245,Thu,CONNECTICUT AVE,RHODE ISLAND AVE,NW,Within 100ft,-77.041128,38.905664,Right Angle,1,2,1
10085265,6/18,1955,Fri,WISCONSIN AVE,VAN NESS ST,NW,At Intersect,-77.077029,38.943173,Rear End,0,2,1
10085308,6/18,2115,Fri,RHODE ISLAND AVE,SEVENTEENTH ST,NW,At Intersect,-77.038497,38.906563,Other,1,2,1
10085310,6/18,2030,Fri,EIGHTH ST,PEABODY ST,NW,At Intersect,-77.024189,38.962702,Straight Hit Ped.,1,2,1
10086347,6/20,2125,Sun,THIRTEENTH ST,ALABAMA AVE,SE,At Intersect,-76.9885,38.844671,Left Turn Hit Ped.,1,2,1
10086575,6/21,1144,Mon,SOUTH DAKOTA AVE,JEFFERSON ST,NE,At Intersect,-76.999518,38.954722,Other,1,2,1
10086626,6/20,1245,Mon,EIGHTH ST,UPSHUR ST,NW,At Intersect,-77.023339,38.941933,Back Hit Moving Veh.,0,2,1
10086631,6/21,1400,Mon,EIGHTH ST,H ST,NE,Within 100ft,-77.081958,38.840373,Left Turn Hit Ped.,1,1,1
10086694,6/21,1540,Mon,FLORIDA AVE,M ST,NE,At Intersect,-76.996959,38.905642,Other,1,2,1
10086709,6/21,1641,Mon,GIRARD ST,FOURTEENTH ST,NW,Not at Inter,-77.032337,38.925742,Straight Hit Ped.,1,2,1
10086761,6/21,1729,Mon,FIFTEENTH ST,MASSACHUSETTS AVE,NW,At Intersect,-77.03456,38.906563,Right Turn Hit Veh.,1,2,1
10087124,6/22,1115,Tue,L ST,FIFTEENTH ST,NW,Not at Inter,-77.034578,38.903742,Parked Vehicle,1,2,1
10087260,6/22,1620,Tue,FIFTEENTH ST,PENNSYLVANIA AVE,NW,At Intersect,-77.033648,38.895483,Right Angle,0,2,1
10087917,6/23,1842,Wed,VERMONT AVE,THOMAS CIR,NW,Within 100ft,-77.032297,38.905443,Left Turn Hit Veh.,1,2,1
10088813,6/25,0905,Fri,FIRST ST,CONSTITUTION AVE,NE,Within 100ft,-77.01217,38.892082,Parked Vehicle,0,3,1
10088958,6/25,1405,Fri,THIRD ST,W ST,NE,Within 100ft,-77.081958,38.840373,Left Turn Hit Veh.,1,2,1
10088986,6/25,1530,Fri,SEVENTH ST,P ST,NW,At Intersect,-77.021917,38.909654,Right Turn Hit Ped.,1,1,1
10089060,6/25,1815,Fri,THIRTEENTH ST,H ST,NW,Within 100ft,-77.081958,38.840373,Left Turn Hit Ped.,1,1,1
10089134,6/25,2025,Fri,TWENTY FIRST PL,M ST,NE,Within 100ft,-76.9732,38.905611,Right Angle,1,2,1
10089289,6/26,0055,Sat,GEORGIA AVE,BARRY PL,NW,Within 100ft,-77.022059,38.920964,Side Swiped,1,2,1
10089457,6/26,0845,Sat,CONSTITUTION AVE,TENTH ST,NW,Within 100ft,-77.026027,38.892082,Parked Vehicle,1,2,1
10089662,6/26,1800,Sat,TWENTY FIRST ST,I ST,NW,Within 100ft,-77.04665,38.900691,Side Swiped,0,1,1
10090526,6/28,1247,Mon,CONSTITUTION AVE,FIFTEENTH ST,NW,At Intersect,-77.033648,38.892104,Right Angle,1,2,1
10091006,6/29,1205,Tue,TWELFTH ST,IRVING ST,NE,At Intersect,-76.99067,38.928594,Right Turn Hit Ped.,1,1,1
10091115,6/25,2230,Fri,FLORIDA AVE,WEST VIRGINIA AVE,NE,At Intersect,-76.99311,38.90399,Right Angle,1,2,1
10091193,6/29,1825,Tue,M ST,SEVENTEENTH ST,NW,Not at Inter,-77.038497,38.905651,Other,1,2,1
10091626,6/30,1120,Wed,ELEVENTH ST,MASSACHUSETTS AVE,NE,At Intersect,-77.02705,38.90395,Head On,1,2,1
