Complain Number,Date,Time,Day,Main Street,Second Street,Quadrant,On Street,Latitude,Longitude,Type,# Injured,# Vehicles,# Bikes
11024820,2/24,0920,Thu,E ST,SIXTH ST,NW,Within 100ft,-77.019907,38.883243,Left Turn Hit Ped.,1,2,1
11024861,2/24,1135,Thu,SEVENTH ST,N ST,NW,Within 100ft,-77.081958,38.840373,Other,1,1,1
11025917,2/26,0845,Sat,FBI:KEY BRIDGE,M ST,NW,Not at Inter,,,Rear End,1,2,1
11026101,2/26,1630,Sat,GIRARD ST,FOURTEENTH ST,NW,At Intersect,-77.032337,38.925742,Left Turn Hit Veh.,1,2,1
11026266,2/26,2207,Sat,KENYON ST,THIRTEENTH ST,NW,Within 100ft,-77.029698,38.92967,Rear End,0,2,1
11027586,3/1,1742,Tue,THIRD ST,D ST,NE,At Intersect,-77.015168,38.885072,Right Angle,0,2,1
11027664,2/27,1715,Sun,,,"",At Intersect,,,H,1,1,1
11027753,3/1,2230,Tue,WISCONSIN AVE,M ST,NW,At Intersect,-77.062809,38.905181,Rear End,0,2,1
11028515,3/3,0915,Thu,FOURTEENTH ST,W ST,NW,Within 100ft,-77.081958,38.840373,Right Angle,1,2,1
11028782,3/3,1300,Thu,SEVENTH ST,PENNSYLVANIA AVE,NW,At Intersect,-77.021917,38.893251,Left Turn Hit Veh.,0,2,1
11029714,3/5,1420,Sat,MASSACHUSETTS AVE,NORTH CAPITOL ST,BN,Not at Inter,-77.009057,38.897471,Side Swiped,1,2,1
11031302,3/8,1835,Tue,HALF ST,P ST,SW,At Intersect,-77.010629,38.87203,Left Turn Hit Veh.,1,2,1
11032608,3/11,0910,Fri,PENNSYLVANIA AVE,SEVENTEENTH ST,NW,Not at Inter,-77.039449,38.898804,Head On,1,2,1
11032909,3/11,1900,Fri,MASSACHUSETTS AVE,TWENTIETH ST,NW,Within 100ft,-77.044887,38.910141,Side Swiped,0,2,1
11034442,3/12,1940,Sat,CONNECTICUT AVE,COLUMBIA RD,NW,Within 100ft,-77.046349,38.916022,Left Turn Hit Ped.,1,1,1
11034713,3/15,0925,Tue,RHODE ISLAND AVE,FOURTEENTH ST,NW,Not at Inter,-77.031948,38.90883,Right Angle,1,1,1
11034985,3/15,1930,Tue,K ST,THIRTY FIRST ST,NW,At Intersect,-77.061131,38.902613,Left Turn Hit Ped.,0,2,1
11035495,3/16,1800,Thu,KENYON ST,ELEVENTH ST,NW,Within 100ft,-77.027727,38.929701,Side Swiped,0,0,1
11036849,3/18,2335,Fri,P ST,TWELFTH ST,NW,Not at Inter,-77.028077,38.909654,Parked Vehicle,1,2,1
11037063,3/19,1000,Sat,FOURTEENTH ST,MONROE ST,NW,Within 100ft,-77.032718,38.931154,Side Swiped,1,2,1
11037234,3/19,1620,Sat,ELEVENTH ST,S ST,NW,At Intersect,-77.081958,38.840373,Right Angle,1,2,1
11037384,3/19,2115,Sat,FLORIDA AVE,ELEVENTH ST,NW,At Intersect,-77.027041,38.920761,Left Turn Hit Ped.,1,2,1
11038016,3/21,0905,Mon,G ST,FOURTEENTH ST,NW,Not at Inter,-77.031961,38.898322,Straight Hit Ped.,1,1,1
11038634,3/22,1156,Tue,M ST,THIRD ST,SW,Within 100ft,-77.015239,38.905651,Other,1,1,1
11038694,3/22,1340,Tue,ELEVENTH ST,KENYON ST,NW,Within 100ft,-77.027727,38.929701,Right Turn Hit Veh.,1,2,1
11038834,3/22,1745,Tue,CARPENTER ST,PENNSYLVANIA AVE,SE,At Intersect,-76.95856,38.868554,Right Angle,1,2,1
11039084,3/23,0655,Wed,ASPEN ST,FOURTH ST,NW,At Intersect,-77.017998,38.972334,Straight Hit Ped.,1,2,1
11039374,3/23,1731,Wed,WISCONSIN AVE,Q ST,NW,At Intersect,-77.065139,38.910814,Right Angle,1,2,1
11039604,3/24,0645,Thu,MICHIGAN AVE,WEBSTER ST,NE,At Intersect,-76.979568,38.944231,Straight Hit Ped.,1,1,1
11039887,3/24,1750,Thu,NEW HAMPSHIRE AVE,GEORGIA AVE,NW,At Intersect,-77.0243,38.936402,Straight Hit Ped.,1,0,1
11040142,3/25,0840,Fri,MASSACHUSETTS AVE,THIRTIETH ST,NW,At Intersect,-77.059479,38.918604,Right Angle,1,2,1
11040497,3/25,2200,Fri,FOURTEENTH ST,FARRAGUT ST,NW,At Intersect,-77.033409,38.950812,Side Swiped,0,1,1
11040570,3/26,0016,Sat,MOUNT OLIVET RD,HOLBROOK ST,NE,At Intersect,-76.980308,38.908011,Left Turn Hit Ped.,1,1,1
11042022,3/29,0849,Tue,THIRTEENTH ST,MONROE ST,NW,At Intersect,-77.02972,38.932381,Other,1,2,1
11042117,3/29,1310,Tue,RHODE ISLAND AVE,FLORIDA AVE,NW,At Intersect,-77.016909,38.91414,Side Swiped,1,2,1
11042175,3/29,1508,Tue,GEORGIA AVE,LONGFELLOW ST,NW,Within 100ft,-77.02817,38.957273,Right Angle,1,2,1
11042270,3/29,1740,Tue,FIFTH ST,D ST,NE,At Intersect,-77.015399,38.863501,Right Turn Hit Veh.,1,2,1
11043447,3/31,2210,Thu,THIRTEENTH ST,MADISON ST,NW,At Intersect,-77.029698,38.95834,Right Angle,1,2,1
11043909,4/1,1836,Fri,BLADENSBURG RD,LEVIS ST,NE,Within 100ft,-76.98087,38.903972,Right Angle,1,2,1
11044449,4/2,1840,Sat,BATES ST,,NW,Within 100ft,,,Other,0,1,1
11045112,4/4,0900,Mon,VERMONT AVE,L ST,NW,At Intersect,-77.033068,38.903751,Right Angle,1,2,1
11045299,4/4,1639,Mon,SIXTH ST,NEW YORK AVE,NW,At Intersect,-77.019907,38.903583,Right Angle,1,2,1
11045330,4/4,1723,Mon,BLADENSBURG RD,V ST,NE,At Intersect,-76.97026,38.920021,Left Turn Hit Veh.,0,2,1
11045882,4/5,1710,Tue,ELEVENTH ST,P ST,NW,At Intersect,-77.027041,38.909641,Right Turn Hit Veh.,0,2,1
11046919,4/7,1440,Thu,MICHIGAN AVE,FOURTEENTH ST,NE,Within 100ft,-76.98564,38.942544,Non-Collision Accident,0,2,1
11046949,4/7,1630,Thu,M ST,THIRTY FIFTH ST,NW,At Intersect,-77.068947,38.905044,Right Angle,1,2,1
11047008,4/7,1715,Thu,PENNSYLVANIA AVE,TWENTY FOURTH ST,NW,Not at Inter,-77.051419,38.90298,Parked Vehicle,0,2,1
11047027,4/7,1750,Thu,PENNSYLVANIA AVE,EIGHTH ST,SE,Within 100ft,-76.99497,38.884093,Side Swiped,0,2,1
11047129,4/7,2005,Thu,INDEPENDENCE AVE,MARYLAND AVE,SW,At Intersect,-77.018831,38.887574,Right Angle,1,2,1
11047681,4/8,2121,Fri,FLORDIA AVE,P ST,NE,At Intersect,-77.006241,38.909623,Right Turn Hit Veh.,0,2,1
11048551,4/10,1700,Sun,CANAL ST,M ST,SW,Within 100ft,-77.012538,38.876414,Right Angle,1,2,1
11048798,4/11,0840,Mon,K ST,FIRST ST,NE,Not at Inter,-77.01217,38.902524,Rear End,1,2,1
11049101,4/11,1932,Mon,FIFTH ST,INGRAHAM ST,NW,At Intersect,-77.019769,38.95431,Right Angle,1,2,1
11049332,4/12,0730,Tue,RHODE ISLAND AVE,REED ST,NE,At Intersect,-76.993907,38.92204,Right Turn Hit Veh.,1,2,1
11049362,4/12,0845,Tue,FOURTEENTH ST,L ST,NW,Not at Inter,-77.03197,38.903751,Right Angle,1,2,1
11050034,4/13,1245,Wed,K ST,,NE,Not at Inter,,,Right Angle,0,2,1
11050451,4/14,0800,Thu,SECOND ST,E ST,NE,Not at Inter,-77.081958,38.840373,Side Swiped,0,2,1
11050714,4/14,1730,Thu,I ST,SOUTH CAPITOL ST,BN,Not at Inter,-77.00911,38.879302,Right Angle,0,0,1
11051047,4/15,0340,Fri,P ST,FIFTEENTH ST,NW,"",-77.03456,38.909654,"",,,
11052049,4/16,2310,Sat,COLUMBIA RD,NINTEENTH ST,NW,At Intersect,-77.081958,38.840373,Straight Hit Ped.,1,1,1
11052126,4/18,2030,Mon,FIFTEENTH ST,CORCORAN ST,NW,At Intersect,-77.034547,38.911873,Left Turn Hit Veh.,1,2,1
11052432,4/17,1620,Sun,MACARTHUR BLVD DANA PL,,NW,At Intersect,,,Right Angle,1,2,1
11052560,4/17,2020,Sun,FIFTEENTH ST,T ST,NW,At Intersect,-77.034538,38.91557,Right Angle,1,1,1
11052932,4/18,1320,Mon,FORT DUPONT ST,Q ST,SE,Not at Inter,-76.945748,38.867252,Right Angle,0,1,1
11053033,4/18,1738,Mon,FOURTEENTH ST,PENNSYLVANIA AVE,NW,Within 100ft,-77.031961,38.895523,Non-Collision Accident,1,1,1
11053338,4/19,0858,Tue,ELEVENTH ST,U ST,NW,Not at Inter,-77.027001,38.917014,Rear End,1,1,1
11053350,4/19,0950,Tue,L ST,TWENTIETH ST,NW,Within 100ft,-77.044901,38.903742,Other,1,1,1
11053566,4/19,1830,Tue,HOLBROOK TERR,WEST VIRGINIA AVE,NE,At Intersect,-76.98827,38.908264,Straight Hit Ped.,1,2,1
11053935,4/20,1307,Wed,NORTH CAPITOL ST,K ST,BN,At Intersect,-77.009097,38.902524,Left Turn Hit Veh.,1,2,1
11053991,4/20,1440,Wed,FIFTH ST,E ST,SE,At Intersect,-77.081958,38.840373,Right Angle,1,2,1
11055078,4/22,1645,Fri,FOURTH ST,BUTTERNUT ST,NW,At Intersect,-77.01798,38.9736,Right Turn Hit Ped.,1,2,1
11055721,4/23,2305,Sat,YOUNG ST,FAIRLAWN AVE,SE,Not at Inter,-76.976318,38.873992,Parked Vehicle,0,3,1
11055975,4/24,1300,Sun,MASSACHUSETTS AVE,WATERSIDE DR,NW,At Intersect,-77.057327,38.917041,Other,1,2,1
11056170,4/24,1900,Sun,EUCLID ST,UNIVERSITY PL,NW,Not at Inter,-77.034069,38.923493,Left Turn Hit Veh.,1,2,1
11056600,4/25,1853,Mon,TAYLOR ST,PUERTO RICO AVE,NE,Not at Inter,-76.99571,38.940742,Rear End,1,2,1
11056801,4/26,0250,Wed,TWENTY THIRD ST,I ST,NW,Not at Inter,-77.050117,38.900704,Straight Hit Ped.,1,2,1
11056922,4/26,1030,Tue,CENTRAL AVE,CAPITOL AVE,NE,At Intersect,-76.985117,38.911713,Right Angle,1,2,1
11056958,4/26,1140,Tue,FIFTEENTH ST,EUCLID ST,NW,Within 100ft,-77.035309,38.923373,Side Swiped,1,2,1
11057209,4/26,1950,Tue,GEORGIA AVE,FERN ST,NW,Within 100ft,-77.026421,38.977971,Other,1,2,1
11057218,4/26,2009,Tue,SIXTH ST,K ST,NW,At Intersect,-77.019907,38.902524,Straight Hit Ped.,1,2,1
11057454,4/27,0900,Wed,ELEVENTH ST,GIRARD ST,NW,Within 100ft,-77.027041,38.925751,Other,1,1,1
11057472,4/26,0645,Tue,H ST,,SE,Not at Inter,,,VENTEENTH ST,0,1,1
11057502,4/27,1053,Wed,SIXTH ST,MASSACHUSETTS AVE,NW,Not at Inter,-77.01992,38.90147,Right Turn Hit Veh.,1,2,1
11057513,4/27,1015,Wed,SEVENTH ST,RHODE ISLAND AVE,NW,Within 100ft,-77.021917,38.912271,Side Swiped,0,2,1
11058242,4/28,1645,Thu,NEW HAMPSHIRE AVE,WASHINGTON CIR,NW,N/A,-77.050529,38.902104,Side Swiped,0,2,1
11058524,4/29,0715,Fri,ECKINGTON PL,FLORIDA AVE,NE,At Intersect,-77.005288,38.909233,Right Turn Hit Ped.,0,1,1
11058762,4/29,1530,Fri,RHODE ISLAND AVE,TENTH ST,NE,At Intersect,-77.025969,38.910863,Other,0,2,1
11058782,4/29,1700,Fri,THIRTEENTH ST,IRVING ST,NW,Not at Inter,-77.029707,38.928634,Side Swiped,0,2,1
11058970,4/29,2220,Fri,SEVENTH ST,CONSTITUTION AVE,NW,At Intersect,-77.021908,38.892091,Rear End,1,2,1
11059256,4/30,1350,Sat,MACARTHUR BLVD CATHEDRAL AVE,,NW,At Intersect,,,Right Angle,1,2,1
11060306,5/2,1545,Mon,FIFTEENTH ST,E ST,NW,At Intersect,-77.081958,38.840373,Left Turn Hit Veh.,0,2,1
11060386,5/2,1710,Mon,ATLANTIC ST,FOURTH ST,SE,At Intersect,-77.000559,38.830961,Other,1,2,1
11060673,5/3,0816,Tue,SEVENTH ST,CONSTITUTION AVE,NW,At Intersect,-77.021908,38.892091,Left Turn Hit Ped.,0,1,1
11060739,5/3,1120,Tue,GEORGIA AVE,BRYANT ST,NW,At Intersect,-77.021917,38.919994,Straight Hit Ped.,1,0,1
11060829,5/3,1445,Tue,EAST CAPITOL ST,BENNING RD,BN,At Intersect,-76.9376,38.889881,Right Angle,1,1,1
11060975,5/3,1819,Tue,NINTH ST,D ST,NE,At Intersect,-77.023968,38.894801,Right Angle,1,2,1
11061301,5/4,0930,Wed,GEORGIA AVE,BARRY PL,NW,Within 100ft,-77.022059,38.920964,Other,1,1,1
11061545,5/4,1730,Wed,,,NE,At Intersect,,,W HAMPSHIRE AVE EASTERN AVE,1,1,1
11061582,5/4,1910,Wed,P ST,ELEVENTH ST,NW,At Intersect,-77.027041,38.909641,Left Turn Hit Veh.,1,2,1
11061812,5/5,0805,Thu,C ST,FIFTH ST,NE,Not at Inter,-76.999478,38.894093,Other,0,2,1
11062363,5/6,0830,Fri,EIGHTH ST,MARYLAND AVE,NE,At Intersect,-76.99493,38.895452,Straight Hit Ped.,1,1,1
11062632,5/6,1815,Fri,FOURTEENTH ST,U ST,NW,Not at Inter,-77.031948,38.917001,Right Angle,1,2,1
11063040,5/7,1230,Sat,DIVISION AVE,CLAY ST,NE,At Intersect,-76.927339,38.893663,Right Angle,1,2,1
11063136,5/7,1609,Sat,CONNECTICUT AVE,N ST,NW,Within 100ft,-77.042128,38.907254,Rear End,1,2,1
11063291,5/7,2130,Sat,TILDEN ST,SHOEMAKER ST,NW,At Intersect,-77.052221,38.940303,Other,1,1,1
11063661,5/8,1643,Sun,SECOND ST,MASSACHUSETTS AVE,NW,At Intersect,-77.081958,38.840373,Right Angle,1,2,1
11064101,5/9,1608,Mon,EIGHTEENTH ST,FRANKLIN ST,NE,At Intersect,-76.978988,38.925574,Straight Hit Ped.,1,1,1
11064140,5/8,1720,Mon,GEORGIA AVE,EUCLID ST,NW,Within 100ft,-77.022519,38.924184,Straight Hit Ped.,1,1,1
11064412,5/10,0725,Tue,SIXTEENTH ST,BELMONT ST,NW,At Intersect,-77.036478,38.920393,Left Turn Hit Veh.,1,2,1
11064448,5/10,0830,Tue,SECOND ST,K ST,NE,At Intersect,-77.00357,38.902511,Right Angle,0,2,1
11064612,5/10,1520,Tue,ELEVENTH ST,FLORIDA AVE,NW,Within 100ft,-77.027041,38.920761,Back Hit Ped.,1,1,1
11064784,5/10,1930,Tue,FORTY SECOND ST,,NE,Within 100ft,,,ST,1,2,1
11064850,5/10,2110,Tue,CALVERT ST,CONNECTICUT AVE,NW,Within 100ft,-77.051517,38.923542,Other,1,1,1
11064939,5/11,0100,Wed,FIFTEENTH ST,HARVARD ST,NW,At Intersect,-77.03549,38.926331,Right Turn Hit Veh.,1,2,1
11065040,5/11,0930,Wed,FOURTEENTH ST,T ST,NW,Within 100ft,-77.031939,38.91557,Unknown,1,2,1
11065454,5/11,2255,Wed,BENNING RD,BLADENSBURG RD,NE,At Intersect,-76.983359,38.900151,Right Turn Hit Veh.,1,2,1
11065592,5/12,0840,Thu,PENNSYLVANIA AVE,SEVENTH ST,NW,Within 100ft,-77.021917,38.893251,Side Swiped,0,2,1
11065676,5/12,1150,Thu,TWENTY FOURTH ST,BENNING RD,NE,Within 100ft,-76.972159,38.8981,Right Angle,0,2,1
11065829,5/12,1704,Thu,NEW JERSEY AVE,O ST,NW,At Intersect,-77.015908,38.908574,Right Turn Hit Veh.,0,1,1
11065857,5/12,1740,Thu,E ST,FIFTH ST,NW,Within 100ft,-77.018928,38.896134,Side Swiped,1,2,1
11065885,5/12,1827,Thu,RANDOLPH ST,SEVENTH ST,NE,Not at Inter,-77.021457,38.938762,Straight Hit Ped.,2,1,1
11065954,5/12,2020,Thu,,,SE,At Intersect,,,VENTEENTH ST INDEPENDENCE AVE,1,2,1
11066200,5/13,0915,Fri,SIXTEENTH ST,V ST,NW,Within 100ft,-77.0365,38.918112,Straight Hit Ped.,2,1,1
11066481,5/13,1920,Fri,BENNING RD,THIRTY SIXTH ST,NE,"",-77.081958,38.840373,"",,,
11067377,5/15,1330,Sun,ELEVENTH ST,M ST,NW,Not at Inter,-77.027041,38.905651,Right Turn Hit Veh.,1,2,1
11067423,5/15,1530,Sun,NEBRASKA AVE,NEW MEXICO AVE,NW,At Intersect,-77.087728,38.935782,Right Angle,1,2,1
11067805,5/16,1202,Mon,F ST,BENNING RD,SE,"",-76.93361,38.882264,"",,,
11067964,5/16,1740,Mon,PENNSYLVANIA AVE,NINTH ST,NW,Not at Inter,-77.023981,38.8938,Straight Hit Ped.,1,1,1
11068214,5/17,0600,Tue,SUITLAND PKWY FIRTH STERLING AVE,,SE,At Intersect,,,Right Angle,1,1,1
11068272,5/17,0845,Tue,FOURTEENTH ST,COLUMBIA RD,NW,Within 100ft,-77.032519,38.92754,Side Swiped,1,2,1
11069010,5/18,1511,Wed,EIGHTH ST,INDEPENDENCE AVE,SE,At Intersect,-76.994948,38.887601,Right Angle,1,2,1
11069959,5/20,0655,Fri,COLUMBIA RD,BILTMORE ST,NW,Within 100ft,-77.04316,38.92231,Right Angle,1,2,1
11070050,6/1,1700,Wed,KANSAS AVE,TAYLOR ST,NW,Within 100ft,-77.026731,38.940804,Left Turn Hit Veh.,1,1,1
11070274,5/20,1731,Fri,TENTH ST,MONROE ST,NE,At Intersect,-77.027639,38.932881,Right Turn Hit Ped.,1,1,1
11070578,5/21,0300,Sat,EIGHTEENTH ST,CALIFORNIA ST,NW,At Intersect,-77.081958,38.840373,Side Swiped,1,2,1
11070919,5/21,1814,Sat,D ST,SEVENTEENTH ST,NE,N/A,-77.039458,38.894354,Left Turn Hit Veh.,0,1,1
11071771,5/23,1045,Mon,M ST,THIRD ST,SE,Within 100ft,-77.015239,38.905651,Straight Hit Ped.,1,1,1
11072365,5/24,0940,Tue,GEORGIA AVE,ROCK CREEK CHURCH RD,NW,Within 100ft,-77.024278,38.936291,Side Swiped,1,2,1
11072919,5/25,0825,Wed,E ST,FIRST ST,NW,Within 100ft,-77.012179,38.872982,Left Turn Hit Veh.,1,2,1
11072985,5/25,0943,Wed,NORTH CAPITOL ST,MICHIGAN AVE,BN,At Intersect,-77.009088,38.926664,Straight Hit Ped.,2,1,1
11073286,5/25,1925,Wed,NEBRASKA AVE,RENO RD,NW,At Intersect,-77.072259,38.953894,Right Angle,1,2,1
11074088,5/27,0700,Fri,PENNSYLVANIA AVE,FAIRLAWN AVE,SE,Within 100ft,-76.973289,38.874563,Straight Hit Ped.,1,2,1
11074212,5/27,1225,Fri,CONNECTICUT AVE,CATHEDRAL AVE,NW,At Intersect,-77.054169,38.928094,Other,1,2,1
11074858,5/28,1425,Sat,MINNESOTA AVE,G ST,SE,Within 100ft,-76.959928,38.880214,Rear End,1,2,1
11075866,5/30,1325,Mon,MOUNT PLEASENT ST,IRVING ST,NW,Within 100ft,-77.037337,38.928732,Other,1,2,1
11076234,5/31,0830,Tue,P ST,FOURTEENTH ST,NW,Not at Inter,-77.031948,38.909663,Other,1,2,1
11076238,5/31,0840,Tue,WARDER ST,LAMONT ST,NW,At Intersect,-77.020071,38.931243,Other,1,1,1
11076421,5/31,1500,Tue,MINNESOTA AVE,ELY PL,SE,At Intersect,-76.957488,38.883624,Right Angle,1,2,1
11076479,5/31,1645,Tue,CONNECTICUT AVE,UPTON ST,NW,Not at Inter,-77.062287,38.942052,Parked Vehicle,1,2,1
11076522,5/31,1815,Tue,ELEVENTH ST,P ST,NW,At Intersect,-77.027041,38.909641,Right Angle,1,2,1
11076786,6/1,0700,Wed,FOURTH ST,G ST,SW,Not at Inter,-77.017551,38.881312,Other,1,2,1
11076851,6/1,1020,Wed,SIXTEENTH ST,FLORIDA AVE,NW,Within 100ft,-77.036487,38.919153,Side Swiped,1,2,1
11076957,6/1,1410,Wed,SEVENTEENTH ST,E ST,NW,Not at Inter,-77.081958,38.840373,Rear End,1,2,1
11077111,6/1,1835,Wed,PENNSYLVANIA AVE,THIRTEENTH ST,NW,Within 100ft,-77.02964,38.895381,Left Turn Hit Ped.,1,1,1
11077798,6/2,2030,Thu,W ST,FLORIDA AVE,NW,At Intersect,-77.036487,38.919153,Other,0,2,1
11077803,6/2,2040,Thu,SEVENTEENTH ST,SWANN ST,NW,At Intersect,-77.038479,38.914933,Non-Collision Accident,1,2,1
11077829,6/2,2140,Thu,GEORGIA AVE,BARRY PL,NW,At Intersect,-77.022059,38.920964,Right Turn Hit Veh.,1,2,1
11078048,6/3,0855,Fri,FOURTEENTH ST,COLORADO AVE,NW,At Intersect,-77.033427,38.955763,Right Angle,1,2,1
11078056,6/3,0815,Fri,CONNECTICUT AVE,CALVERT ST,NW,Not at Inter,-77.051517,38.923542,Straight Hit Ped.,2,1,1
11078215,6/3,1455,Fri,EIGHTH ST,A ST,SE,Within 100ft,-76.994957,38.890931,Side Swiped,0,1,1
11078633,6/4,0720,Sat,BENNING RD,ANACOSTIA AVE,NE,Within 100ft,-76.96026,38.896993,Right Angle,1,2,1
11079287,6/5,1600,Sun,SEVENTEENTH ST,D ST,NE,At Intersect,-77.039458,38.894354,Other,1,2,1
11079828,6/6,1815,Mon,SIXTEENTH ST,SHEPHERD ST,NW,At Intersect,-77.036469,38.939732,Right Turn Hit Veh.,1,2,1
11080389,6/7,1755,Tue,FIFTEENTH ST,CORCORAN ST,NW,Within 100ft,-77.034547,38.911873,Other,1,2,1
11080396,6/7,1815,Tue,K ST,FIFTEENTH ST,NW,Not at Inter,-77.034587,38.902414,Right Turn Hit Veh.,1,2,1
11081284,6/9,0914,Thu,THIRTEENTH ST,O ST,NW,Within 100ft,-77.081958,38.840373,Non-Collision Accident,1,1,1
11081355,6/9,1305,Thu,FOURTEENTH ST,FLORIDA AVE,NW,Within 100ft,-77.031939,38.920061,Right Angle,1,2,1
11081690,6/9,2230,Thu,MASSACHUSETTS AVE,SECOND ST,NE,Not at Inter,-77.013658,38.899292,Right Angle,1,2,1
11081745,6/10,0040,Fri,TWELFTH ST,M ST,NW,Not at Inter,-77.028077,38.905651,Right Angle,0,2,1
11081856,6/10,0900,Fri,THIRTEENTH ST,BELMONT ST,NW,Within 100ft,-77.029698,38.921084,Side Swiped,0,1,1
11081925,6/10,1126,Fri,LOGAN CIR,RHODE ISLAND AVE,NW,At Intersect,-77.030278,38.909433,Right Angle,1,2,1
11082045,6/10,1530,Fri,SEVENTH ST,K ST,NW,At Intersect,-77.021917,38.902104,Other,0,2,1
