Complain Number,Date,Time,Day,Main Street,Second Street,Quadrant,On Street,Latitude,Longitude,Type,# Injured,# Vehicles,# Bikes
9028365,3/2,1345,Mon,THIRTEENTH ST,SPRING RD,NW,At Intersect,-77.029729,38.936282,Right Angle,0,2,1
9029117,3/4,0938,Wed,RHODE ISLAND AVE,CONNECTICUT AVE,NW,Not at Inter,-77.041128,38.905664,Other,1,2,1
9029695,3/5,1510,Thu,NORTH CAPITOL ST,MICHIGAN AVE,BN,At Intersect,-77.009088,38.926664,Left Turn Hit Ped.,1,1,1
9029860,3/5,2030,Thu,ARKANSAS AVE,TAYLOR ST,NW,Not at Inter,-77.034839,38.940812,Parked Vehicle,0,2,1
9030332,3/6,1845,Fri,CONNECTICUT AVE,K ST,NW,Within 100ft,-77.03944,38.902533,Rear End,0,2,1
9030460,3/6,2341,Fri,NINTH ST,N ST,NW,At Intersect,-77.081958,38.840373,Right Angle,1,2,1
9030531,3/7,0200,Sat,M ST,TWENTY FIFTH ST,NW,Within 100ft,-77.053297,38.905252,Head On,1,1,1
9030690,3/7,1145,Sat,FOURTEENTH ST,MAINE AVE,SW,At Intersect,-77.0322,38.883571,Right Turn Hit Ped.,1,1,1
9030771,3/7,1515,Sat,SEVENTH ST,PENNSYLVANIA AVE,NW,Within 100ft,-77.021917,38.893251,Rear End,0,2,1
9034098,3/14,0942,Sat,TWELFTH ST,OTIS ST,NE,Within 100ft,-76.99114,38.934524,Rear End,0,2,1
9034348,3/16,1955,Mon,,,NE,At Intersect,,,W HAMPSHIRE AVE BLAIR RD,1,2,1
9034829,3/15,0000,Sun,TWELFTH ST,SAVANNAH ST,SE,Not at Inter,-76.990307,38.842922,Parked Vehicle,0,2,1
9034948,3/16,0940,Mon,FOURTEENTH ST,FLORIDA AVE,NW,Within 100ft,-77.031939,38.920061,Right Angle,1,2,1
9035021,3/16,1317,Mon,PHELPS PL,FLORIDA AVE,NW,At Intersect,-77.046947,38.913631,Other,1,2,1
9036117,3/18,1915,Wed,MOUNT PLEASANT ST,IRVING ST,NW,At Intersect,-77.037337,38.928732,Left Turn Hit Veh.,1,1,1
9037107,3/20,1830,Fri,FOURTEENTH ST,RHODE ISLAND AVE,NW,Not at Inter,-77.031948,38.90883,Left Turn Hit Ped.,0,1,1
9038410,3/23,1150,Mon,SIXTEENTH ST,HARVARD ST,NW,Within 100ft,-77.036469,38.927204,Rear End,1,2,1
9038442,3/23,1400,Mon,S ST,NINTEENTH ST,NW,At Intersect,-77.081958,38.840373,Straight Hit Ped.,1,1,1
9038500,3/23,1635,Mon,ELEVENTH ST,E ST,NW,Within 100ft,-77.081958,38.840373,Rear End,0,2,1
9039545,3/25,1915,Wed,NANNIE HELEN BURROUGHS AVE,FIFTIETH ST,NE,At Intersect,-76.929717,38.898353,Override,1,2,1
9039833,3/26,1315,Thu,SEVENTH ST,F ST,NW,Within 100ft,-77.021917,38.897281,Rear End,1,2,1
9040023,3/26,2007,Thu,TWELFTH ST,RHODE ISLAND AVE,NE,Within 100ft,-77.028068,38.91015,Right Turn Hit Ped.,0,0,1
9040210,3/27,0825,Fri,THIRTY FOURTH ST,R ST,NW,Within 100ft,-77.067911,38.913693,Left Turn Hit Ped.,1,1,1
9040349,3/27,1525,Fri,ELEVENTH ST,FLORIDA AVE,NW,Within 100ft,-77.027041,38.920761,Head On,1,2,1
9040373,3/27,1530,Fri,P ST,TWENTY SEVENTH ST,NW,Within 100ft,-77.055617,38.909371,Other,1,2,1
9040476,3/27,1900,Fri,FIFTEENTH ST,N ST,NW,Within 100ft,-77.081958,38.840373,Rear End,1,2,1
9041246,3/29,0925,Sun,WISCONSIN AVE,CALVERT ST,NW,Not at Inter,-77.07291,38.922541,Non-Collision Accident,1,1,1
9041882,3/30,1537,Mon,FIFTH ST,A ST,NE,At Intersect,-77.015797,38.871561,Right Angle,0,2,1
9041961,3/30,1915,Mon,FIRST ST,MARTIN LUTHER KING AVE,SE,At Intersect,-77.006037,38.83798,Left Turn Hit Ped.,2,1,1
9042177,3/31,0920,Tue,SECOND ST,CONSTITUTION AVE,NE,At Intersect,-77.013627,38.892082,Rear End,1,2,1
9042496,3/31,1920,Tue,FOURTEENTH ST,MILITARY RD,NW,At Intersect,-77.033409,38.962042,Left Turn Hit Veh.,0,2,1
9043239,4/2,0918,Thu,NORTH CAPITOL ST,PIERCE ST,BN,At Intersect,-77.009079,38.904694,Other,1,1,1
9044048,4/3,1850,Fri,,,NW,At Intersect,,,Left Turn Hit Veh.,0,2,1
9045250,4/5,2305,Sun,RESERVOIR RD,FOXHALL RD,NW,Not at Inter,-77.08508,38.912444,Left Turn Hit Veh.,1,1,1
9046447,4/8,1040,Wed,SECOND ST,D ST,NE,At Intersect,-77.013667,38.894783,Left Turn Hit Veh.,1,2,1
9046997,4/9,1048,Thu,LOUGHBORO RD,,NW,Not at Inter,,,Rear End,1,3,1
9047462,4/10,0746,Fri,U ST,VERMONT AVE,NW,At Intersect,-77.02538,38.917014,Left Turn Hit Veh.,1,2,1
9047723,4/10,1712,Fri,PENNSYLVANIA AVE,TWENTY SIXTH ST,NW,Not at Inter,-77.054749,38.904141,Other,1,2,1
9050617,4/16,2024,Thu,P ST,SEVENTEENTH ST,NW,At Intersect,-77.038488,38.909641,Right Turn Hit Ped.,1,1,1
9050810,4/17,0800,Fri,M ST,TWENTY FIRST ST,NW,Not at Inter,-77.04665,38.905624,Side Swiped,1,1,1
9051032,4/17,1600,Fri,CONNECTICUT AVE,DE SALES ST,NW,Within 100ft,-77.040587,38.904734,Other,0,2,1
9051878,4/19,0010,Sun,V ST,SIXTEENTH ST,SE,Within 100ft,-77.0365,38.918112,Side Swiped,0,0,1
9052631,4/20,1813,Mon,THIRTEENTH ST,SPRING RD,NW,Not at Inter,-77.029729,38.936282,Parked Vehicle,0,0,1
9052692,4/20,1908,Mon,CONNECTICUT AVE,DEVONSHIRE PL,NW,"",-77.05626,38.931703,"",,,
9053012,4/2,1310,Thu,GEORGIA AVE,PINEY BRANCH RD,NW,At Intersect,-77.02747,38.96752,Right Angle,1,1,1
9053015,4/21,0145,Tue,,,"",Not at Inter,,,R,1,1,1
9053191,4/21,1840,Tue,MASSACHUSETTS AVE,KLINGLE PL,NW,Within 100ft,-77.07473,38.92975,Rear End,0,1,1
9053620,4/22,1630,Wed,ELEVENTH ST,G ST,NW,Within 100ft,-77.027028,38.898322,Side Swiped,1,2,1
9053715,4/22,1900,Wed,GALLATIN ST,GEORGIA AVE,NW,Within 100ft,-77.027417,38.951901,Straight Hit Ped.,1,1,1
9053776,4/22,2040,Wed,FOURTEENTH ST,CRITTENDEN ST,NW,Within 100ft,-77.032727,38.947172,Side Swiped,1,2,1
9054456,4/24,0845,Fri,MICHIGAN AVE,IRVING ST,NE,At Intersect,-77.018777,38.927992,Left Turn Hit Veh.,1,1,1
9054460,4/24,0810,Fri,FIFTEENTH ST,E ST,NW,At Intersect,-77.081958,38.840373,Parked Vehicle,1,2,1
9054776,4/24,1820,Fri,FAIRMONT ST,SHERMAN AVE,NW,At Intersect,-77.02569,38.924883,Right Turn Hit Ped.,1,1,1
9054789,4/24,1850,Fri,FIFTH ST,R ST,NW,At Intersect,-77.018928,38.912612,Right Angle,1,2,1
9055777,4/26,1220,Sun,MOUNT PLEASANT ST,IRVING ST,NW,Not at Inter,-77.037337,38.928732,Other,1,2,1
9055953,4/26,2000,Sun,D ST,TWELFTH ST,NE,Within 100ft,-77.028117,38.884983,Unknown,1,2,1
9056200,4/27,0855,Mon,NINTEENTH ST,SUNDERLAND PL,NW,Not at Inter,-77.081958,38.840373,Other,1,1,1
9056293,4/27,1315,Mon,E ST,SEVENTH ST,NW,Within 100ft,-77.021917,38.896134,Right Turn Hit Veh.,1,1,1
9056501,4/27,2035,Mon,HARVARD ST,COLUMBIA RD,NW,At Intersect,-77.036921,38.926261,Right Turn Hit Veh.,0,2,1
9057731,4/30,0800,Thu,CONNECTICUT AVE,TILDEN ST,NW,At Intersect,-77.061689,38.941034,Other,1,2,1
9057901,4/30,1505,Thu,PARK RD,HOLMEAD PL,NW,Within 100ft,-77.081958,38.840373,Right Angle,1,2,1
9058355,5/1,1140,Fri,WISCONSIN AVE,,NW,Within 100ft,,,Side Swiped,1,3,1
9058463,5/1,1553,Fri,F ST,NINTH ST,NW,Within 100ft,-77.023968,38.897281,Side Swiped,1,1,1
9058616,5/1,1930,Fri,YUMA ST,CONDON TERR,SE,Not at Inter,-76.999381,38.831984,Right Angle,1,2,1
9059042,5/2,1600,Sat,FIFTH ST,I ST,NW,Within 100ft,-77.081958,38.840373,Rear End,1,2,1
9060003,5/4,1650,Mon,MOUNT PLEASANT ST,PARK RD,NW,Within 100ft,-77.081958,38.840373,Side Swiped,0,2,1
9060764,5/6,0108,Wed,THIRTEENTH ST,TAYLOR ST,NW,At Intersect,-77.029707,38.94079,Side Swiped,0,2,1
9061317,5/7,0815,Thu,SIXTH ST,C ST,NW,Within 100ft,-77.081958,38.840373,Side Swiped,0,2,1
9061546,5/7,1623,Thu,GEORGIA AVE,GALLATIN ST,NW,Within 100ft,-77.027417,38.951901,Left Turn Hit Ped.,1,2,1
9062116,5/8,0830,Fri,GEORGIA AVE,MISSOURI AVE,NW,At Intersect,-77.028011,38.96101,Left Turn Hit Veh.,0,1,1
9062628,5/9,1350,Sat,FLORIDA AVE,TWELFTH ST,NE,At Intersect,-77.028077,38.920703,Right Angle,0,2,1
9063083,5/10,0830,Sun,K ST,THOMAS JEFFERSON ST,NW,Within 100ft,-77.060108,38.902613,Side Swiped,2,2,1
9063221,5/10,1542,Sun,NEW HAMPSHIRE AVE,EIGHTEENTH ST,NW,Within 100ft,-77.041668,38.911541,Right Turn Hit Veh.,1,2,1
9063499,5/11,0938,Mon,FLORIDA AVE,P ST,NE,Not at Inter,-77.006241,38.909623,Side Swiped,1,1,1
9063607,5/11,1415,Mon,M ST,THIRTY FIRST ST,NW,Not at Inter,-77.06118,38.90519,Side Swiped,1,3,1
9064716,5/13,1600,Wed,FOURTH ST,ALLISON ST,NW,At Intersect,-77.017281,38.945312,Other,1,1,1
9064758,5/13,1700,Wed,FIFTH ST,K ST,NW,Not at Inter,-77.018928,38.902524,Parked Vehicle,1,1,1
9065448,5/14,2153,Thu,HAYES ST,NANNIE HELEN BURROUGHS AVE,NE,At Intersect,-76.937091,38.899712,Left Turn Hit Ped.,1,0,2
9065478,5/14,2330,Thu,FIFTEENTH ST,C ST,NE,Not at Inter,-77.081958,38.840373,Parked Vehicle,0,1,1
9065494,5/14,2350,Thu,CONNECTICUT AVE,CALIFORNIA ST,NW,At Intersect,-77.046707,38.916762,Right Turn Hit Ped.,0,2,1
9065834,5/15,1800,Fri,MASSACHUSETTS AVE,FOURTH ST,NW,Not at Inter,-77.0162,38.900182,Side Swiped,0,1,1
9066277,5/16,1330,Sat,SIXTEENTH ST,PARK RD,NW,Within 100ft,-77.081958,38.840373,Right Angle,0,2,1
9067598,5/19,0555,Tue,FLORIDA AVE,EIGHTEENTH ST,NW,At Intersect,-77.04165,38.916802,Side Swiped,1,2,1
9067770,5/19,1320,Tue,ELEVENTH ST,PARK RD,NW,Within 100ft,-76.99152,38.892782,Side Swiped,1,1,1
9067813,5/19,1419,Tue,MASSACHUSETTS AVE,THIRTY NINTH ST,NW,At Intersect,-77.077029,38.931433,Left Turn Hit Ped.,1,2,1
9068035,5/19,2029,Tue,INDEPENDENCE AVE,MARYLAND AVE,SW,At Intersect,-77.018831,38.887574,Other,1,2,1
9068716,5/21,0855,Thu,FOURTEENTH ST,FAIRMONT ST,NW,At Intersect,-77.03224,38.924764,Other,1,1,1
9068780,5/21,1130,Thu,PENNSYLVANIA AVE,TWELFTH ST,NW,Within 100ft,-77.028099,38.894952,Right Angle,0,2,1
9068831,5/21,1350,Thu,FIRST ST,FLORIDA AVE,NW,At Intersect,-77.012157,38.912121,Right Turn Hit Ped.,1,1,1
9068952,5/21,1720,Thu,THIRTY SIXTH ST,P ST,NW,Within 100ft,-77.070377,38.908693,Other,1,1,1
9069365,5/22,1255,Fri,P ST,TWENTY SECOND ST,NW,Within 100ft,-77.048798,38.909632,Parked Vehicle,1,2,1
9069509,5/22,1725,Fri,THIRTEENTH ST,NEW YORK AVE,NW,Not at Inter,-77.029627,38.900164,Right Angle,1,2,1
9069919,5/23,0850,Sat,SEVENTH ST,FLORIDA AVE,NW,At Intersect,-77.021891,38.916261,Left Turn Hit Ped.,1,1,1
9070623,5/24,1512,Sun,SIXTH ST,O ST,NW,Within 100ft,-77.081958,38.840373,Other,0,2,1
9070847,5/25,0100,Mon,FOURTEENTH ST,RHODE ISLAND AVE,NW,Within 100ft,-77.031948,38.90883,Right Angle,1,2,1
9070900,5/25,0420,Mon,SEVENTH ST,RHODE ISLAND AVE,NW,Within 100ft,-77.021917,38.912271,Straight Hit Ped.,1,1,1
9071073,5/25,1200,Mon,M ST,BANKS ALY,NW,Within 100ft,-77.067078,38.905084,Non-Collision Accident,1,1,1
9072170,5/27,1940,Wed,SEVENTEENTH ST,BENNING RD,NE,At Intersect,-76.979289,38.899354,Right Angle,1,2,1
9072953,5/29,0105,Fri,UPSHUR ST,FIFTH ST,NW,Within 100ft,-77.019189,38.94207,Rear End,1,1,1
9073388,5/29,2210,Fri,RHODE ISLAND AVE,R ST,NW,At Intersect,-77.021257,38.912612,Other,1,2,1
9076036,6/3,1842,Wed,FIFTH ST,HARVARD ST,NW,At Intersect,-77.020518,38.927523,Right Angle,1,2,1
9076042,6/3,1840,Wed,PENNSYLVANIA AVE,TWENTY EIGHTH ST,NW,Within 100ft,-77.057057,38.904973,Rear End,0,2,1
9076065,6/3,1919,Wed,CONNECTICUT AVE,TWENTY FOURTH ST,NW,Within 100ft,-77.052239,38.924821,Right Angle,1,2,1
9078311,6/7,2012,Sun,ELEVENTH ST,OTIS PL,NW,Within 100ft,-77.028458,38.934573,Right Angle,1,2,1
9078599,6/8,1130,Mon,ASPEN ST,SIXTEENTH ST,NW,At Intersect,-77.03631,38.972272,Straight Hit Ped.,0,1,1
9079302,6/9,1639,Tue,NINTEENTH ST,G ST,NW,At Intersect,-77.081958,38.840373,Left Turn Hit Veh.,0,0,1
9079789,6/10,1320,Wed,SEVENTEENTH ST,K ST,NW,At Intersect,-77.03944,38.9024,Left Turn Hit Veh.,1,2,1
9080338,6/11,1530,Thu,H ST,NINTEENTH ST,NE,Not at Inter,-77.081958,38.840373,Left Turn Hit Veh.,1,2,1
9080561,6/11,2158,Thu,FOURTEENTH ST,IRVING ST,NW,Not at Inter,-77.032638,38.928811,Parked Vehicle,0,2,1
9080705,6/12,0850,Fri,P ST,NINTH ST,NW,Within 100ft,-77.023968,38.909654,Parked Vehicle,1,1,1
9080726,6/12,0913,Fri,SEVENTH ST,D ST,NW,At Intersect,-77.021908,38.894792,Left Turn Hit Veh.,1,2,1
9082168,6/14,2055,Sun,MARTIN LUTHER KING AVE,GALVESTON ST,SW,At Intersect,-77.01186,38.823592,Straight Hit Ped.,1,1,1
9084057,6/18,1109,Thu,ELEVENTH ST,F ST,NW,Within 100ft,-77.027028,38.897352,Other,1,0,1
9084349,6/18,2045,Thu,NEW HAMPSHIRE AVE,SWANN ST,NW,Within 100ft,-77.03886,38.914534,Other,1,2,1
9085126,6/20,0200,Sat,M ST,POTOMAC ST,NW,Within 100ft,-77.065298,38.905133,Side Swiped,0,2,1
9085978,6/21,1900,Sun,FIFTY FIRST ST,F ST,SE,Not at Inter,-76.929137,38.881613,Straight Hit Ped.,1,1,1
9086122,6/22,0048,Mon,HARVARD ST,THIRTEENTH ST,NW,At Intersect,-77.02972,38.926743,Right Angle,1,2,1
9086181,6/22,0635,Mon,TWELFTH ST,D ST,SW,At Intersect,-77.028117,38.884983,Right Angle,1,2,1
9086402,6/22,1640,Mon,GEORGIA AVE,BARRY PL,NW,Within 100ft,-77.022059,38.920964,Right Turn Hit Ped.,1,2,1
9086468,6/22,1840,Mon,THIRTEENTH ST,MASSACHUSETTS AVE,NW,At Intersect,-77.029618,38.90484,Straight Hit Ped.,1,1,1
9087639,6/24,1840,Wed,NEW JERSEY AVE,E ST,NW,Within 100ft,-77.015908,38.908574,Parked Vehicle,1,2,1
9088097,6/25,1530,Thu,EIGHTEENTH ST,BELMONT RD,NW,Within 100ft,-77.042,38.920592,Side Swiped,1,1,1
9090488,6/29,1240,Mon,WISCONSIN AVE,UPTON ST,NW,Within 100ft,-77.076511,38.942221,Other,1,1,1
9090517,6/29,1455,Mon,SEVENTH ST,E ST,NW,Within 100ft,-77.081958,38.840373,Other,1,1,1
9090619,6/29,0845,Mon,F ST,FOURTEENTH ST,NW,Within 100ft,-77.031961,38.897352,Rear End,0,2,1
9091210,6/30,1730,Tue,MAINE AVE,FOURTEENTH ST,SW,At Intersect,-77.0322,38.883571,Right Turn Hit Veh.,1,1,1
9091566,7/1,0954,Wed,F ST,FIFTEENTH ST,NW,Within 100ft,-77.033648,38.897361,Straight Hit Ped.,0,0,1
9092467,7/2,2105,Thu,M ST,THOMAS JEFFERSON ST,NW,Within 100ft,-77.060161,38.905203,Side Swiped,1,1,1
9092862,7/3,1600,Fri,EASTERN AVE,DIVISION AVE,NE,Within 100ft,-76.923589,38.90399,Straight Hit Ped.,1,1,1
9093120,7/3,2355,Fri,FIFTH ST,NEW YORK AVE,NW,At Intersect,-77.018928,38.903924,Rear End,0,2,2
9094523,7/6,1914,Mon,PARK RD,GEORGIA AVE,NW,Within 100ft,-77.081958,38.840373,Left Turn Hit Veh.,1,1,1
9094884,7/7,1310,Tue,WEST VIRGINIA AVE,FLORIDA AVE,NE,At Intersect,-76.99311,38.90399,Right Turn Hit Ped.,1,1,1
9095373,7/8,1045,Wed,WEST BEACH DR,PARKSIDE DR,NW,Within 100ft,-77.042779,38.984911,Ran Off Roadway,0,2,1
9096143,7/9,1900,Thu,PENNSYLVANIA AVE,TWENTY SECOND ST,NW,At Intersect,-77.048829,38.90209,Right Turn Hit Veh.,0,0,1
9096828,7/10,1920,Fri,VARNUM ST,FOURTH ST,NW,Within 100ft,-77.017179,38.943173,Fixed Object,1,1,1
9097276,7/11,1356,Sat,DELAFIELD PL,THIRTEENTH ST,NW,Within 100ft,-77.029689,38.948992,Right Angle,1,1,1
9098052,7/12,2115,Sun,COLUMBIA RD,ONTARIO RD,NW,Within 100ft,-77.0403,38.924263,Rear End,0,0,1
9098229,7/13,0813,Mon,M ST,SIXTH ST,NW,At Intersect,-77.019898,38.905642,Left Turn Hit Ped.,1,1,1
9098233,7/13,0810,Mon,SIXTEENTH ST,ASPEN ST,NW,Not at Inter,-77.03631,38.972272,Head On,0,2,1
9098464,7/13,1700,Mon,SPRING RD,THIRTEENTH ST,NW,Within 100ft,-77.029729,38.936282,Right Angle,0,2,1
9098790,7/14,0850,Tue,THIRTEENTH ST,FLORIDA AVE,NW,Within 100ft,-77.02968,38.920504,Rear End,1,2,1
9100793,7/17,2000,Fri,NEW HAMPSHIRE AVE,PRINCETON PL,NW,Within 100ft,-77.02515,38.935122,Other,1,2,1
9102259,7/20,1720,Mon,FOURTEENTH ST,EUCLID ST,NW,Within 100ft,-77.032138,38.923763,Other,1,1,1
9102850,7/21,2000,Tue,FOURTEENTH ST,HARVARD ST,NW,At Intersect,-77.032417,38.926571,Left Turn Hit Ped.,1,2,1
9102937,7/21,2255,Tue,THIRD ST,LIVINGSTON TERR,SE,"",-77.081958,38.840373,"",,,
9103322,7/22,1745,Wed,SIXTEENTH ST,H ST,NW,Within 100ft,-77.081958,38.840373,Other,0,0,1
9103364,7/22,2000,Wed,U ST,SIXTEENTH ST,NW,At Intersect,-77.036487,38.917001,Left Turn Hit Veh.,1,2,1
9103694,7/23,1055,Thu,NEW HAMPSHIRE AVE,S ST,NW,At Intersect,-77.039281,38.914091,Right Angle,1,2,1
9104392,7/24,1600,Fri,PEABODY ST,GEORGIA AVE,NW,At Intersect,-77.027887,38.962702,Straight Hit Ped.,1,2,1
9104418,7/24,1652,Fri,WISCONSIN AVE,HALL PL,NW,Within 100ft,-77.07144,38.920132,Left Turn Hit Veh.,1,2,1
9105100,7/25,1705,Sat,HAWAII AVE,TAYLOR ST,NE,N/A,-76.99962,38.94075,Right Angle,1,2,1
9105611,7/26,1655,Sun,FOURTEENTH ST,OAK ST,NW,At Intersect,-77.0327,38.933851,Other,1,2,1
9106913,7/29,0745,Wed,GIRARD ST,SHERMAN AVE,NW,At Intersect,-77.025827,38.925871,Right Angle,1,2,1
9108130,7/31,1120,Fri,THIRTY FIFTH ST,VOLTA PL,NW,Not at Inter,-77.06912,38.909712,Side Swiped,0,1,1
9108358,7/31,1830,Fri,MASSACHUSETTS AVE,FIFTEENTH ST,NW,Not at Inter,-77.03456,38.906563,Side Swiped,1,2,1
9108571,8/1,0100,Sat,COLUMBIA RD,BELMONT RD,NW,At Intersect,-77.04394,38.92057,Right Turn Hit Veh.,1,2,1
9108956,8/1,1910,Sat,FOURTEENTH ST,IVES PL,SE,At Intersect,-76.985507,38.879063,Rear End,0,0,1
9109430,8/2,1530,Sun,SPRING RD,FOURTEENTH ST,NW,Within 100ft,-77.032749,38.937101,Right Angle,0,2,1
9109654,8/3,0739,Mon,BUNKER HILL RD,NINTH ST,NE,Not at Inter,-76.99389,38.934032,"",1,1,1
9109827,8/3,1515,Mon,THIRD ST,FLORIDA AVE,NE,At Intersect,-77.015859,38.913693,Left Turn Hit Veh.,1,2,1
9110013,8/3,1952,Mon,FIFTH ST,EMERSON ST,NW,N/A,-77.019557,38.949953,Right Turn Hit Ped.,1,1,1
9110355,8/4,1300,Tue,,,SE,At Intersect,,,COND ST M ST,1,2,1
9110435,8/4,1615,Tue,,,NE,At Intersect,,,SSEE AVE C ST,0,1,1
9110451,8/4,1640,Tue,TWELFTH ST,G ST,NW,At Intersect,-77.028077,38.898313,Side Swiped,1,2,1
9110941,8/5,1430,Wed,FOURTEENTH ST,UPSHUR ST,NW,At Intersect,-77.032709,38.941884,Other,1,2,1
9112039,8/7,1645,Fri,EIGHTH ST,DAHLIA ST,NW,Within 100ft,-77.024419,38.975792,Straight Hit Ped.,0,1,1
9113551,8/10,1536,Mon,K ST,FIFTEENTH ST,NW,Not at Inter,-77.034587,38.902414,Right Turn Hit Veh.,1,2,1
9113866,8/11,0745,Tue,THIRTY FOURTH ST,WISCONSIN AVE,NW,At Intersect,-77.067787,38.915761,Other,0,0,1
9114042,8/11,1340,Tue,K ST,FIRST ST,NW,Within 100ft,-77.01217,38.902524,Side Swiped,2,1,1
9114242,8/11,1915,Tue,FIRST ST,N ST,NW,Within 100ft,-77.081958,38.840373,Straight Hit Ped.,0,1,1
9114487,8/12,1045,Wed,WISCONSIN AVE,SOUTH ST,NW,Not at Inter,-77.067198,38.914702,Other,1,2,1
