Complain Number,Date,Time,Day,Main Street,Second Street,Quadrant,On Street,Latitude,Longitude,Type,# Injured,# Vehicles,# Bikes
12121659,8/28,1524,Tue,MAINE AVE,NINTH ST,SW,Not at Inter,-77.02492,38.880271,Right Angle,0,2,1
12122307,8/29,1759,Wed,NINTH ST,U ST,NW,Within 100ft,-77.023959,38.916992,Side Swiped,1,2,1
12122689,8/30,1250,Thu,BLADENSBURG RD,MOUNT OLIVET RD,NE,At Intersect,-76.97905,38.906753,Right Angle,0,2,1
12122704,8/30,1345,Thu,PARK RD,FOURTEENTH ST,NW,Not at Inter,-77.081958,38.840373,Parked Vehicle,1,2,1
12122907,8/30,1939,Thu,EAST CAPITOL ST,NINTH ST,BN,At Intersect,-76.993757,38.889801,19,1,1,1
12122998,8/30,2150,Thu,SIXTEENTH ST,MONTAGUE ST,NW,Within 100ft,-77.036429,38.959283,Other,1,2,1
12123241,8/31,1251,Fri,SIXTEENTH ST,CRESCENT PL,NW,Within 100ft,-77.036487,38.920991,Side Swiped,1,2,1
12123436,8/31,1819,Fri,,,SE,N/A,,,VENTH ST MONTEREY LN,1,1,1
12123472,8/31,2021,Fri,GEORGIA AVE,QUEBEC PL,NW,At Intersect,-77.024198,38.935773,19,1,2,1
12123487,8/31,2115,Fri,SEVENTH ST,FLORIDA AVE,NW,At Intersect,-77.021891,38.916261,Side Swiped,0,2,1
12123624,9/1,0153,Sat,ADAMS MILL RD,EIGHTEENTH ST,NW,Within 100ft,-77.042647,38.922674,Side Swiped,1,1,1
12123718,9/1,0727,Sat,P ST,TWENTIETH ST,NW,Within 100ft,-77.044887,38.909641,19,1,1,1
12124677,9/3,1420,Mon,PENNSYLVANIA AVE,TWELFTH ST,NW,Within 100ft,-77.028099,38.894952,Other,1,2,1
12125011,9/4,0753,Tue,M ST,TENTH ST,NW,Within 100ft,-77.025978,38.905642,19,1,2,1
12125323,9/4,1837,Tue,FBI:DC 295 PENNSYLVANIA AVE,,SE,Not at Inter,,,Right Turn Hit Ped.,1,1,1
12125673,9/5,1313,Wed,,,"",Within 100ft,,,C,1,2,1
12126267,9/6,1557,Thu,SIXTEENTH ST,MEIGS PL,NE,At Intersect,-76.980799,38.905682,Right Angle,1,2,1
12126346,9/6,1825,Thu,NEW YORK AVE,FIRST ST,NW,At Intersect,-77.012157,38.906271,Left Turn Hit Veh.,1,2,1
12126362,9/6,1740,Thu,FOURTEENTH ST,RHODE ISLAND AVE,NW,Not at Inter,-77.031948,38.90883,Parked Vehicle,0,2,1
12126564,9/7,0659,Fri,FOURTH ST,MASSACHUSETTS AVE,NE,Within 100ft,-77.081958,38.840373,19,1,1,1
12126585,9/7,0840,Fri,M ST,,NW,N/A,,,Right Turn Hit Veh.,1,2,1
12126667,9/7,1215,Fri,BLADENSBURG RD,QUEENS CHAPEL RD,NE,At Intersect,-76.971469,38.918542,Right Angle,0,2,1
12126708,9/7,1410,Fri,IRVING ST,FOURTEENTH ST,NW,N/A,-77.032638,38.928811,19,1,1,1
12126808,9/7,1655,Fri,FIFTEENTH ST,P ST,NW,Within 100ft,-77.03456,38.909654,Left Turn Hit Ped.,1,2,1
12126867,9/7,1837,Fri,EIGHTEENTH ST,R ST,NW,Within 100ft,-77.041659,38.912612,19,0,1,1
12126908,9/7,1815,Fri,CONNECTICUT AVE,GARFIELD ST,NW,Not at Inter,-77.05327,38.926544,"",0,2,1
12127806,9/9,1628,Sun,FLORIDA AVE,W ST,NW,At Intersect,-77.036487,38.919153,19,1,2,1
12127982,9/10,0550,Mon,ELEVENTH ST,FAIRMONT ST,NW,At Intersect,-77.027041,38.924764,Right Turn Hit Veh.,1,2,1
12128011,9/10,0830,Mon,FIFTEENTH ST,K ST,NW,At Intersect,-77.034587,38.902414,"",0,2,1
12128211,9/10,1624,Mon,GEORGIA AVE,BARRY PL,NW,Within 100ft,-77.022059,38.920964,Side Swiped,0,2,1
12128294,9/10,1834,Mon,ELEVENTH ST,K ST,NW,At Intersect,-77.027041,38.902533,Right Angle,0,2,1
12128339,9/10,1931,Mon,COLUMBIA RD,EIGHTEENTH ST,NW,Within 100ft,-77.042647,38.922674,Side Swiped,1,2,1
12128560,9/11,1053,Tue,SEVENTH ST,K ST,NW,Within 100ft,-77.021917,38.902104,Right Turn Hit Ped.,1,1,1
12128826,9/11,1650,Tue,BRENTWOOD PKWY MOUNT OLIVET RD,,NE,At Intersect,,,19,0,1,1
12128836,9/11,1929,Tue,LIVINGSTON RD,THIRD ST,SE,Not at Inter,-77.002211,38.82388,Straight Hit Ped.,1,1,1
12128850,9/11,2025,Tue,M ST,THIRTY FIRST ST,NW,Not at Inter,-77.06118,38.90519,19,0,2,1
12128876,9/11,2037,Tue,SEVENTH ST,I ST,NW,Within 100ft,-77.081958,38.840373,19,1,2,1
12129162,9/12,1249,Wed,FIFTEENTH ST,F ST,NW,Within 100ft,-77.033648,38.897361,19,0,2,1
12129197,9/12,1415,Wed,THIRTEENTH ST,RANDOLPH ST,NW,At Intersect,-77.029707,38.93866,19,1,1,1
12129538,9/13,0615,Thu,FOURTH ST,I ST,NW,At Intersect,-77.081958,38.840373,Left Turn Hit Veh.,1,2,1
12129715,9/13,1423,Thu,MICHIGAN AVE,MONROE ST,NE,"",-76.99823,38.932354,"",,,
12129831,9/13,1810,Thu,TWENTY FIRST ST,FLORIDA AVE,NW,At Intersect,-77.046668,38.913941,Right Turn Hit Ped.,0,1,1
12130358,9/14,1819,Fri,SIXTH ST,FLORIDA AVE,NW,Within 100ft,-77.020009,38.915464,Side Swiped,0,2,1
12130741,9/15,1138,Sat,WISCONSIN AVE,FESSENDEN ST,NW,At Intersect,-77.082631,38.954704,Left Turn Hit Ped.,1,1,1
12130894,9/15,1819,Sat,SIXTEENTH ST,V ST,NW,Within 100ft,-77.0365,38.918112,Rear End,1,1,1
12131900,9/17,2242,Mon,COLUMBIA RD,ONTARIO RD,NW,Not at Inter,-77.0403,38.924263,Parked Vehicle,1,2,1
12132360,9/18,2110,Tue,K ST,TWENTY FIRST ST,NW,Within 100ft,-77.04665,38.902533,"",1,2,1
12132493,9/19,0750,Wed,KANSAS AVE,MADISON ST,NW,Within 100ft,-77.013379,38.958734,19,1,2,1
12132527,9/19,0939,Wed,H ST,TWENTY FIRST ST,NW,Not at Inter,-77.04665,38.899584,Straight Hit Ped.,1,1,1
12132696,9/19,1717,Wed,EIGHTH ST,K ST,NE,At Intersect,-77.022847,38.90209,19,1,2,1
12132753,9/19,1825,Wed,ELEVENTH ST,FLORIDA AVE,NW,Within 100ft,-77.027041,38.920761,19,0,1,1
12132765,9/19,1836,Wed,ELEVENTH ST,K ST,NW,At Intersect,-77.027041,38.902533,19,1,2,1
12133005,9/20,0945,Thu,KANSAS AVE,VARNUM ST,NW,At Intersect,-77.02511,38.94296,19,0,2,1
12133025,9/20,0810,Thu,MASSACHUSETTS AVE,SIXTH ST,NW,Within 100ft,-77.01992,38.90147,Left Turn Hit Ped.,1,2,1
12133736,9/21,1839,Fri,FOURTEENTH ST,V ST,NW,At Intersect,-77.031948,38.918112,Right Angle,1,2,1
12134131,9/22,1235,Sat,EIGHTEENTH ST,T ST,NW,At Intersect,-77.04165,38.91557,Right Angle,1,2,1
12134282,9/22,1927,Sat,NEW HAMPSHIRE AVE,SPRING RD,NW,At Intersect,-77.025287,38.935082,Right Angle,1,2,1
12134411,9/23,0038,Sun,VERMONT AVE,L ST,NW,Not at Inter,-77.033068,38.903751,19,1,1,1
12134482,9/23,0245,Sun,HARVARD ST,EIGHTEENTH ST,NW,Not at Inter,-77.041159,38.927191,Side Swiped,1,1,1
12134696,9/23,1606,Sun,RHODE ISLAND AVE,THIRD ST,NE,Within 100ft,-77.01574,38.914423,Parked Vehicle,1,1,1
12134907,9/24,0750,Mon,E ST,FIFTH ST,NW,Within 100ft,-77.018928,38.896134,Straight Hit Ped.,1,1,1
12135034,9/21,1330,Fri,THIRTEENTH ST,PENNSYLVANIA AVE,NW,Within 100ft,-77.02964,38.895381,19,1,1,1
12135093,9/24,1542,Mon,WISCONSIN AVE,THIRTY SEVENTH ST,NW,N/A,-77.073158,38.923032,Right Turn Hit Veh.,1,2,1
12135197,9/24,1826,Mon,FOURTEENTH ST,PARK RD,NW,Not at Inter,-77.081958,38.840373,19,1,2,1
12135431,9/25,0808,Tue,FOURTEENTH ST,PARK RD,NW,Not at Inter,-77.081958,38.840373,19,1,2,1
12135634,9/24,1800,Mon,,,NE,At Intersect,,,W YORK AVE FIRST ST,1,1,1
12135692,9/25,1727,Tue,VERMONT AVE,L ST,NW,Not at Inter,-77.033068,38.903751,Right Angle,1,2,1
12135738,9/25,1813,Tue,H ST,SIXTH ST,NE,Not at Inter,-77.019907,38.899814,19,2,2,1
12136337,9/26,1841,Wed,CONNECTICUT AVE,R ST,NW,Within 100ft,-77.045259,38.912612,19,1,2,1
12136622,9/27,1227,Thu,MICHIGAN AVE,HAREWOOD RD,NE,At Intersect,-77.000997,38.931234,19,1,1,1
12136721,9/27,0940,Thu,TWENTIETH ST,L ST,NW,At Intersect,-77.044901,38.903742,Left Turn Hit Ped.,1,1,1
12136728,9/27,1641,Thu,MINNESOTA AVE,EAST CAPITOL ST,BN,"",-76.95329,38.889474,"",,,
12136830,9/27,1832,Thu,R ST,JOHNSON AVE,NW,Within 100ft,-77.033249,38.912612,Side Swiped,1,2,1
12137006,9/28,0640,Fri,SIXTEENTH ST,COLORADO AVE,NW,At Intersect,-77.036438,38.952481,Left Turn Hit Ped.,1,1,1
12137010,9/28,0550,Fri,WESTERN AVE,WISCONSIN AVE,NW,At Intersect,-77.085731,38.960793,Other,1,2,1
12137024,9/28,0811,Fri,WISCONSIN AVE,CHESAPEAKE ST,NW,At Intersect,-77.080749,38.951033,19,1,2,1
12137042,9/28,0925,Fri,U ST,ELEVENTH ST,NW,Within 100ft,-77.027001,38.917014,Left Turn Hit Ped.,1,1,1
12137118,9/28,1222,Fri,FIFTEENTH ST,G ST,NW,At Intersect,-77.033639,38.898313,19,1,1,1
12137242,9/28,1600,Fri,WINSCONSIN AVE,Q ST,NW,Within 100ft,-77.065139,38.910814,19,1,2,1
12137260,9/28,1700,Fri,EVARTS ST,TENTH ST,NE,Within 100ft,-76.992428,38.924503,19,1,2,1
12137403,9/28,2132,Fri,H ST,NORTH CAPITOL ST,BN,At Intersect,-77.009097,38.900213,Right Turn Hit Ped.,1,2,1
12137732,9/29,1230,Sat,THOMAS CIR,VERMONT AVE,NW,At Intersect,-77.032297,38.905443,Side Swiped,1,2,1
12137857,9/29,1736,Sat,WISCONSIN AVE,RODMAN ST,NW,Within 100ft,-77.075009,38.939572,Unknown,1,2,1
12138428,9/30,1800,Sun,MASSACHUSETTS AVE,,BN,Within 100ft,,,Rear End,0,2,1
12138466,9/30,1930,Sun,GEORGIA AVE,NEW HAMPSHIRE AVE,NW,Within 100ft,-77.0243,38.936402,Rear End,2,2,1
12138606,10/1,0750,Mon,FOURTEENTH ST,FAIRMONT ST,NW,At Intersect,-77.03224,38.924764,19,1,1,1
12138687,10/1,0858,Mon,SIXTH ST,D ST,NW,Not at Inter,-77.019929,38.884833,Ran Off Roadway,1,2,1
12138878,10/1,1820,Mon,SEVENTEENTH ST,PENNSYLVANIA AVE,NW,At Intersect,-77.039449,38.898804,Non-Collision Accident,1,1,1
12138907,10/1,1614,Mon,MOUNT PLEASANT ST,IRVING ST,NW,Within 100ft,-77.037337,38.928732,Rear End,0,2,1
12139111,10/2,0850,Tue,TWENTY FIRST ST,L ST,NW,Within 100ft,-77.046637,38.903742,Right Turn Hit Veh.,1,2,1
12139659,10/3,0850,Wed,WISCONSIN AVE,UPTON ST,NW,Not at Inter,-77.076511,38.942221,19,1,2,1
12140756,10/5,0910,Fri,TILDEN ST,TWENTY NINTH ST,NW,At Intersect,-77.058638,38.941021,19,1,2,1
12140871,10/5,1325,Fri,KILBOURNE PL,MOUNT PLEASANT ST,NW,At Intersect,-77.038147,38.930764,19,1,1,1
12141194,10/5,2340,Fri,SIXTEENTH ST,BENNING RD,NE,At Intersect,-77.081958,38.840373,Straight Hit Ped.,1,1,1
12141421,10/6,1004,Sat,KANSAS AVE,EASTERN AVE,NE,At Intersect,-77.006077,38.968543,19,1,1,1
12141648,10/6,2005,Sat,FIFTEENTH ST,RHODE ISLAND AVE,NW,At Intersect,-77.034569,38.907931,19,1,2,1
12142333,10/8,1440,Mon,FIFTEENTH ST,MASSACHUSETTS AVE,NW,At Intersect,-77.03456,38.906563,Right Turn Hit Veh.,1,2,1
12142476,10/8,2001,Mon,P ST,FLORIDA AVE,NE,At Intersect,-77.006241,38.909623,Right Turn Hit Ped.,1,1,1
12142628,10/9,0824,Tue,FIFTEENTH ST,U ST,NW,At Intersect,-77.034529,38.917001,19,1,1,1
12142672,10/9,1005,Tue,CONNECTICUT AVE,BANCROFT PL,NW,At Intersect,-77.046269,38.914831,19,1,1,1
12142743,10/9,1344,Tue,MICHIGAN AVE,FIRST ST,NW,Not at Inter,-77.012139,38.926283,19,1,2,1
12143369,10/10,1820,Wed,EIGHTEENTH ST,CONNECTICUT AVE,NW,Within 100ft,-77.041677,38.906461,Rear End,1,3,2
12143424,10/10,2022,Wed,BLADENSBURG RD,T ST,NE,Not at Inter,-76.973727,38.915752,Right Angle,0,2,1
12143440,10/10,2019,Wed,CONNECTICUT AVE,M ST,NW,Within 100ft,-77.041128,38.905664,19,1,2,1
12143604,10/11,0908,Thu,TILDEN ST,LINNEAN AVE,NW,At Intersect,-77.054958,38.940604,Right Turn Hit Veh.,1,2,1
12143814,10/11,1611,Thu,MASSACHUSETTS AVE,H ST,NW,Within 100ft,-77.015939,38.900084,Rear End,1,2,1
12143841,10/11,1720,Thu,SEVENTH ST,K ST,NW,At Intersect,-77.021917,38.902104,Straight Hit Ped.,1,1,1
12144414,10/12,1930,Fri,THIRTEENTH ST,SPRING RD,NW,At Intersect,-77.029729,38.936282,19,1,2,1
12144510,10/12,2259,Fri,SEVENTH ST,NEW YORK AVE,NW,At Intersect,-77.021899,38.902941,Right Angle,2,2,1
12144511,10/12,2244,Fri,SEVENTH ST,N ST,NW,At Intersect,-77.081958,38.840373,19,1,1,1
12144594,10/13,0137,Sat,NEW JERSEY AVE,RHODE ISLAND AVE,NW,At Intersect,-77.017799,38.913821,Left Turn Hit Veh.,2,2,1
12144934,10/13,1909,Sat,SOUTHERN AVE,BENNING RD,SE,At Intersect,-76.930988,38.87602,19,1,1,1
12145227,10/14,1018,Sun,EIGHTEENTH ST,EVARTS ST,NE,At Intersect,-76.978997,38.924494,Right Angle,1,2,1
12145807,10/15,1755,Mon,D ST,,BN,At Intersect,,,Straight Hit Ped.,1,1,1
12145837,10/15,1835,Mon,EIGHTEENTH ST,M ST,NW,Within 100ft,-77.04169,38.905664,Side Swiped,1,2,1
12145845,10/15,1830,Mon,SEVENTEENTH ST,DE SALES ST,NW,Within 100ft,-77.081958,38.840373,Right Turn Hit Ped.,1,1,1
12146799,10/17,1714,Wed,FIFTH ST,MASSACHUSETTS AVE,NW,At Intersect,-77.081958,38.840373,Right Angle,1,2,1
12146868,10/17,1823,Wed,MASSACHUSETTS AVE,WHITEHAVEN ST,NW,Not at Inter,-77.059067,38.91832,Rear End,0,2,1
12147030,10/18,0809,Thu,FOURTEENTH ST,V ST,NW,At Intersect,-77.031948,38.918112,Right Turn Hit Veh.,1,2,1
12147053,10/18,0907,Thu,TENTH ST,P ST,NW,Within 100ft,-77.025987,38.909641,Other,2,1,1
12147055,10/18,0916,Thu,THIRTEENTH ST,V ST,NW,At Intersect,-77.029618,38.918112,Left Turn Hit Ped.,1,1,1
12147281,10/18,1954,Thu,FOURTEENTH ST,HARVARD ST,NW,Within 100ft,-77.032417,38.926571,19,1,1,1
12147298,10/18,1815,Thu,FOURTEENTH ST,IRVING ST,NW,Within 100ft,-77.032638,38.928811,Rear End,0,2,1
12147546,10/19,0726,Fri,FIRST ST,N ST,NE,Within 100ft,-77.081958,38.840373,Other,1,2,1
12147923,10/19,2100,Fri,FORTY SECOND ST,NEBRASKA AVE,NW,At Intersect,-77.081958,38.840373,Left Turn Hit Ped.,1,2,1
12148130,10/20,0510,Sat,FOURTEENTH ST,U ST,NW,Within 100ft,-77.031948,38.917001,Back Hit Moving Veh.,1,1,1
12148347,10/20,1644,Sat,PARK RD,MOUNT PLEASANT ST,NW,Not at Inter,-77.081958,38.840373,Side Swiped,0,1,1
12148887,10/21,1604,Sun,SPRING RD,THIRTEENTH ST,NW,Not at Inter,-77.029729,38.936282,19,0,2,1
12149159,10/22,0758,Mon,M ST,THOMAS CIR,NW,Within 100ft,-77.032408,38.905651,Rear End,0,2,1
12149432,10/22,1830,Mon,EIGHTEENTH ST,N ST,NW,Within 100ft,-77.081958,38.840373,19,1,1,1
12149583,10/23,0023,Tue,ELEVENTH ST,U ST,NW,Not at Inter,-77.027001,38.917014,Side Swiped,1,1,1
12150017,10/23,1906,Tue,T ST,ANNA J COOPER CIR,NW,Not at Inter,-77.015979,38.915934,Other,1,2,1
12150135,10/23,2325,Tue,K ST,TWENTY FIFTH ST,NW,Not at Inter,-77.05331,38.9024,19,0,2,1
12150398,10/24,1400,Wed,U ST,FIFTEENTH ST,NW,Within 100ft,-77.034529,38.917001,Side Swiped,1,2,1
12150518,10/24,1746,Wed,MASSACHUSETTS AVE,SECOND ST,NE,Not at Inter,-77.013658,38.899292,19,1,2,1
12151045,10/25,1725,Thu,GEORGIA AVE,EUCLID ST,NW,Not at Inter,-77.022519,38.924184,19,0,1,1
12151063,10/25,1828,Thu,THIRTIETH ST,K ST,NW,Within 100ft,-77.059107,38.902604,19,2,2,2
12151117,10/25,1933,Thu,FOURTEENTH ST,U ST,NW,Within 100ft,-77.031948,38.917001,Left Turn Hit Ped.,1,1,1
12151444,10/26,1215,Fri,A ST,THIRD ST,SE,At Intersect,-77.01701,38.871561,19,0,1,1
12151793,10/27,0051,Sat,H ST,EIGHTH ST,NE,At Intersect,-77.022949,38.899814,Left Turn Hit Veh.,1,2,1
12151955,10/27,0905,Sat,SIXTEENTH ST,IRVING ST,NW,At Intersect,-77.036478,38.928692,Right Turn Hit Ped.,1,2,1
12152067,10/27,1428,Sat,MICHIGAN AVE,FOURTH ST,NE,At Intersect,-77.000559,38.931424,19,1,2,1
12153137,10/30,1421,Tue,MICHIGAN AVE,FIRST ST,NW,At Intersect,-77.012139,38.926283,Left Turn Hit Veh.,1,1,1
12153418,10/31,0814,Wed,FOURTEENTH ST,OAK ST,NW,At Intersect,-77.0327,38.933851,Left Turn Hit Ped.,1,2,1
12154027,11/1,1036,Thu,COLUMBIA RD,SEVENTEENTH ST,NW,Within 100ft,-77.039148,38.924954,19,1,2,1
12154244,11/1,1826,Thu,L ST,SEVENTEENTH ST,NW,Not at Inter,-77.038497,38.903742,Right Angle,1,1,1
12155311,11/3,2040,Sat,FIFTH ST,TUCKERMAN ST,NW,Within 100ft,-77.019867,38.967281,Straight Hit Ped.,1,1,1
12155339,11/3,1930,Sat,P ST,TWENTY FIRST ST,NW,Within 100ft,-77.046637,38.909641,Side Swiped,0,2,1
12155360,11/3,2300,Sat,CHANNING ST,NORTH CAPITOL ST,BN,Within 100ft,-77.009088,38.922372,19,1,1,1
12155662,11/4,1412,Sun,ALBEMARLE ST,THIRTY EIGHTH ST,NW,Not at Inter,-77.074598,38.947902,Back Hit Moving Veh.,1,2,1
12155957,11/5,0945,Mon,E ST,SEVENTH ST,NW,Within 100ft,-77.021917,38.896134,Left Turn Hit Veh.,1,2,1
12156160,11/5,1710,Mon,SPRING RD,FOURTEENTH ST,NW,Within 100ft,-77.032749,38.937101,19,0,1,1
12156396,11/6,0935,Tue,ELEVENTH ST,MASSACHUSETTS AVE,NE,At Intersect,-77.02705,38.90395,19,1,2,1
12156407,11/6,0950,Tue,L ST,TENTH ST,NW,Within 100ft,-77.025978,38.904172,Head On,1,2,1
12156873,11/7,0815,Wed,GEORGIA AVE,UPSHUR ST,NW,At Intersect,-77.025509,38.941884,Right Angle,1,1,1
12157514,11/8,1530,Thu,M ST,THIRTIETH ST,NW,At Intersect,-77.059169,38.905221,19,0,2,1
12158371,11/10,0424,Sat,COLUMBIA RD,EUCLID ST,NW,Within 100ft,-77.042089,38.923063,Straight Hit Ped.,1,1,1
12158385,11/10,0510,Sat,FLORIDA AVE,GEORGIA AVE,NW,Within 100ft,-77.021891,38.916261,Back Hit Moving Veh.,1,2,1
12158771,11/10,2245,Sat,TWENTIETH ST,R ST,NW,At Intersect,-77.04487,38.912603,Straight Hit Ped.,1,2,1
12158930,11/11,0630,Sun,MASSACHUSETTS AVE,TENTH ST,NW,At Intersect,-77.025978,38.903574,Left Turn Hit Ped.,0,2,1
12159323,11/12,0830,Mon,TWENTY FIRST ST,K ST,NW,Within 100ft,-77.04665,38.902533,Side Swiped,0,2,1
12159773,11/13,0800,Tue,FIRST ST,E ST,NW,At Intersect,-77.081958,38.840373,Left Turn Hit Veh.,1,2,1
12160269,11/14,0840,Wed,SIXTEENTH ST,WEBSTER ST,NW,At Intersect,-77.036478,38.943983,19,1,2,1
12160317,11/14,1041,Wed,PENNSYLVANIA AVE,FOURTEENTH ST,NW,Not at Inter,-77.031961,38.895523,Other,0,2,1
12161175,11/16,0030,Fri,FLORIDA AVE,NINTH ST,NW,At Intersect,-77.024007,38.917754,Right Turn Hit Veh.,0,2,1
12161210,11/16,0630,Fri,PENNSYLVANIA AVE,FOURTH ST,NW,At Intersect,-77.01756,38.892033,Right Angle,1,2,1
12161253,11/16,0844,Fri,THIRD ST,K ST,SW,Within 100ft,-77.01519,38.878412,Right Angle,0,1,1
12161293,11/16,1025,Fri,TWENTY FOURTH ST,PENNSYLVANIA AVE,NW,Within 100ft,-77.051419,38.90298,Ran Off Roadway,2,7,2
12162031,11/17,1810,Sat,EIGHTH ST,NORTH CAROLINA AVE,SE,At Intersect,-76.994948,38.887924,Left Turn Hit Veh.,1,2,1
12163753,11/17,0315,Sat,COLUMBIA RD,SIXTEENTH ST,NW,At Intersect,-77.036447,38.926553,Right Turn Hit Ped.,1,1,1
12163861,11/21,1530,Wed,NORTH CAPITOL ST,G ST,BN,At Intersect,-77.00911,38.898902,19,1,1,1
12163987,11/21,1915,Wed,PENNSYLVANIA AVE,WASHINGTON CIR,NW,Not at Inter,-77.050799,38.902533,19,0,2,1
12165946,11/26,1708,Mon,CONNECTICUT AVE,DE SALES ST,NW,Not at Inter,-77.040587,38.904734,19,1,2,1
12165949,11/26,1641,Mon,SIXTEENTH ST,Q ST,NW,Within 100ft,-77.036518,38.911133,Straight Hit Ped.,0,2,1
12166087,11/26,2156,Mon,FOURTEENTH ST,H ST,NW,At Intersect,-77.081958,38.840373,Head On,0,2,1
12166354,11/27,1530,Tue,PENNSYLVANIA AVE,EIGHTEENTH ST,NW,At Intersect,-77.041708,38.899593,Side Swiped,1,2,1
12166655,11/28,0815,Wed,MICHIGAN AVE,HAREWOOD RD,NE,At Intersect,-77.000997,38.931234,19,1,2,1
12166906,11/28,1750,Wed,FIFTEENTH ST,CHURCH ST,NW,Not at Inter,-77.03456,38.910394,19,1,2,1
12167022,11/28,2130,Wed,THIRTEENTH ST,I ST,NW,At Intersect,-77.081958,38.840373,19,1,1,1
12167449,11/29,1900,Thu,FOURTEENTH ST,SHERIDAN ST,NW,Not at Inter,-77.0334,38.966134,Left Turn Hit Ped.,0,1,1
12167672,11/30,0843,Fri,FIFTH ST,HARVARD ST,NW,At Intersect,-77.020518,38.927523,19,1,2,1
12167701,11/30,1003,Fri,RHODE ISLAND AVE,,BN,At Intersect,,,19,1,2,1
12168366,12/1,1613,Sat,CHEVY CHASE CIR,WESTERN AVE,NW,At Intersect,-77.077427,38.967281,Other,0,1,1
12168435,12/1,1848,Sat,SOUTH DAKOTA AVE,TWELFTH ST,NE,At Intersect,-76.990529,38.947854,Right Turn Hit Ped.,0,1,1
12168876,12/2,1723,Sun,SEVENTEENTH ST,PENNSYLVANIA AVE,NW,Within 100ft,-77.039449,38.898804,Right Turn Hit Veh.,1,0,1
12169060,12/3,0953,Mon,CONNECTICUT AVE,FLORIDA AVE,NW,At Intersect,-77.046167,38.914384,Straight Hit Ped.,1,1,1
12169335,12/3,2020,Mon,NORTH CAPITOL ST,RHODE ISLAND AVE,BN,At Intersect,-77.009177,38.916713,"",0,2,1
12169574,12/4,0945,Tue,EIGHTH ST,I ST,NE,Within 100ft,-77.081958,38.840373,19,1,2,1
12169796,12/4,1744,Tue,S ST,SIXTEENTH ST,NW,At Intersect,-77.036509,38.914091,Left Turn Hit Veh.,1,2,1
12170893,12/6,1911,Thu,GEORGIA AVE,W ST,NW,Not at Inter,-77.021899,38.918994,19,0,2,1
12171249,12/7,1544,Fri,GEORGIA AVE,TAYLOR ST,NW,At Intersect,-77.025221,38.940812,19,1,2,1
12171463,12/7,2206,Fri,CALVERT ST,CLIFFBOURNE PL,NW,Not at Inter,-77.04467,38.923254,19,1,2,1
12171708,10/24,1600,Thu,FOURTH ST,W ST,NW,Within 100ft,-77.081958,38.840373,Side Swiped,1,2,1
12172312,12/9,1505,Sun,E ST,NINTH ST,NW,At Intersect,-77.023968,38.896134,19,0,2,1
12172567,12/10,0705,Mon,VAN BUREN ST,SEVENTH ST,NW,At Intersect,-77.022409,38.969912,19,1,1,1
12173233,12/11,1423,Tue,PENNSYLVANIA AVE,THIRTEENTH ST,NW,Within 100ft,-77.02964,38.895381,Left Turn Hit Veh.,0,1,1
12173351,12/11,1831,Tue,FIFTEENTH ST,E ST,NW,At Intersect,-77.081958,38.840373,Straight Hit Ped.,1,2,1
12173389,12/11,1915,Tue,CONNECTICUT AVE,DE SALES ST,NW,At Intersect,-77.040587,38.904734,Right Angle,1,2,1
12173767,12/12,1600,Wed,CONNECTICUT AVE,M ST,NW,At Intersect,-77.041128,38.905664,19,0,1,1
12173831,12/12,1900,Wed,ROCK CREEK CHURCH RD,GEORGIA AVE,NW,At Intersect,-77.024278,38.936291,Right Turn Hit Ped.,0,2,1
12174383,12/13,2021,Thu,U ST,NINTH ST,NW,Not at Inter,-77.023959,38.916992,Side Swiped,1,2,1
12174620,12/14,1112,Fri,PENNSYLVANIA AVE,FOURTEENTH ST,NW,Not at Inter,-77.031961,38.895523,Rear End,0,2,1
12174649,12/14,1205,Fri,NEW JERSEY AVE,LOUISIANA AVE,NW,At Intersect,-77.01066,38.893951,Right Angle,1,2,1
12174817,12/14,1745,Fri,ARKANSAS AVE,FARRAGUT ST,NW,Within 100ft,-77.028028,38.950794,19,1,1,1
12174821,12/14,1751,Fri,FOURTEENTH ST,IRVING ST,NW,At Intersect,-77.032638,38.928811,Ran Off Roadway,1,2,1
12176505,12/18,0830,Tue,K ST,SECOND ST,NE,At Intersect,-77.00357,38.902511,Right Angle,1,2,1
12176511,12/18,0850,Tue,,,NE,Within 100ft,,,W YORK AVE MONTANA AVE,1,1,1
12176518,12/18,0920,Tue,FIRST ST,R ST,NE,At Intersect,-77.01217,38.869484,"",2,2,1
12176566,12/18,1128,Tue,BRYANT ST,NORTH CAPITOAL ST,BN,Not at Inter,-77.009088,38.921314,Straight Hit Ped.,1,1,1
12176709,12/18,1600,Tue,COLUMBIA RD,SEVENTEENTH ST,NW,Within 100ft,-77.039148,38.924954,19,1,2,1
12177536,12/20,0830,Thu,FLORIDA AVE,W ST,NW,Not at Inter,-77.036487,38.919153,Parked Vehicle,1,2,1
12177581,12/20,0845,Thu,PENNSYLVANIA AVE,I ST,NW,At Intersect,-77.046637,38.901333,Right Angle,0,2,1
12178264,12/17,0747,Mon,GIRARD ST,SEVENTH ST,NE,Within 100ft,-76.996157,38.926491,19,1,2,1
12179009,12/23,0336,Sun,V ST,VERMONT AVE,NW,Not at Inter,-77.024707,38.918112,19,1,2,1
